"ID","Station","Year","Month","Day","Daily_Rainfall_Total_mm","Mean_Temperature_C","Maximum_Temperature_C","Minimum_Temperature_C","Mean_Wind_Speed_km_h","Max_Wind_Speed_km_h"
"5","Changi",2023,12,22,8.4,27.4,30.7,25,16.8,46.3
"5","Changi",2023,12,23,4.4,26,27.4,25.1,6.9,29.6
"5","Changi",2023,12,24,0,27.8,31.1,25.1,8.8,27.8
"5","Changi",2023,12,25,22.6,26.7,31.1,24.2,10,53.7
"5","Changi",2023,12,26,7.6,26.9,31.1,25,11.5,40.7
"5","Changi",2023,12,27,22.2,26.3,28.6,24.4,10.3,42.6
"5","Changi",2023,12,28,32.4,27.1,30.8,25,8.4,40.7
"5","Changi",2023,12,29,8.4,27.6,31.2,24.9,11.6,31.5
"5","Changi",2023,12,30,0.2,28.3,32,26.1,13.1,38.9
"5","Changi",2023,12,31,33.4,26.1,28.1,24.4,9.6,40.7
