quarter,event_type,admin2,year,Incidents,Fatalities
2021Q1,Battles,Bago,2021,1,6
2021Q1,Battles,Bawlake,2021,0,0
2021Q1,Battles,Bhamo,2021,5,5
2021Q1,Battles,Danu Self-Administered Zone,2021,0,0
2021Q1,Battles,Dawei,2021,1,2
2021Q1,Battles,Det Khi Na,2021,0,0
2021Q1,Battles,Falam,2021,0,0
2021Q1,Battles,Gangaw,2021,3,6
2021Q1,Battles,Hakha,2021,0,0
2021Q1,Battles,Hinthada,2021,0,0
2021Q1,Battles,Hkamti,2021,0,0
2021Q1,Battles,Hopang,2021,0,0
2021Q1,Battles,Hpa-An,2021,1,5
2021Q1,Battles,Hpapun,2021,6,12
2021Q1,Battles,Kale,2021,2,7
2021Q1,Battles,Kanbalu,2021,0,0
2021Q1,Battles,Katha,2021,0,0
2021Q1,Battles,Kawkareik,2021,3,3
2021Q1,Battles,Kawlin,2021,0,0
2021Q1,Battles,Kawthoung,2021,0,0
2021Q1,Battles,Kengtung,2021,0,0
2021Q1,Battles,Kokang Self-Administered Zone,2021,0,0
2021Q1,Battles,Kyaukme,2021,40,19
2021Q1,Battles,Kyaukpyu,2021,0,0
2021Q1,Battles,Kyaukse,2021,0,0
2021Q1,Battles,Labutta,2021,0,0
2021Q1,Battles,Langkho,2021,2,3
2021Q1,Battles,Lashio,2021,3,9
2021Q1,Battles,Loikaw,2021,0,0
2021Q1,Battles,Loilen,2021,1,0
2021Q1,Battles,Magway,2021,0,0
2021Q1,Battles,Mandalay,2021,0,0
2021Q1,Battles,Matman,2021,0,0
2021Q1,Battles,Matupi,2021,0,0
2021Q1,Battles,Maubin,2021,0,0
2021Q1,Battles,Maungdaw,2021,1,3
2021Q1,Battles,Mawlaik,2021,0,0
2021Q1,Battles,Mawlamyine,2021,0,0
2021Q1,Battles,Meiktila,2021,0,0
2021Q1,Battles,Minbu,2021,0,0
2021Q1,Battles,Mindat,2021,0,0
2021Q1,Battles,Mohnyin,2021,20,81
2021Q1,Battles,Monghsat,2021,0,0
2021Q1,Battles,Mongmit,2021,0,0
2021Q1,Battles,Monywa,2021,1,2
2021Q1,Battles,Mrauk-U,2021,0,0
2021Q1,Battles,Muse,2021,27,5
2021Q1,Battles,Myaungmya,2021,0,0
2021Q1,Battles,Myawaddy,2021,1,3
2021Q1,Battles,Myeik,2021,0,0
2021Q1,Battles,Myingyan,2021,0,0
2021Q1,Battles,Myitkyina,2021,11,0
2021Q1,Battles,Naga Self-Administered Zone,2021,0,0
2021Q1,Battles,Nyaung-U,2021,1,1
2021Q1,Battles,Oke Ta Ra,2021,0,0
2021Q1,Battles,Pa-O Self-Administered Zone,2021,0,0
2021Q1,Battles,Pa Laung Self-Administered Zone,2021,3,1
2021Q1,Battles,Pakokku,2021,0,0
2021Q1,Battles,Pathein,2021,0,0
2021Q1,Battles,Puta-O,2021,1,3
2021Q1,Battles,Pyapon,2021,0,0
2021Q1,Battles,Pyay,2021,0,0
2021Q1,Battles,Pyinoolwin,2021,0,0
2021Q1,Battles,Sagaing,2021,0,0
2021Q1,Battles,Shwebo,2021,0,0
2021Q1,Battles,Sittwe,2021,0,0
2021Q1,Battles,Tachileik,2021,0,0
2021Q1,Battles,Tamu,2021,1,4
2021Q1,Battles,Taunggyi,2021,2,8
2021Q1,Battles,Taungoo,2021,8,30
2021Q1,Battles,Thandwe,2021,0,0
2021Q1,Battles,Thaton,2021,4,0
2021Q1,Battles,Thayarwady,2021,0,0
2021Q1,Battles,Thayet,2021,0,0
2021Q1,Battles,Yamethin,2021,0,0
2021Q1,Battles,Yangon (East),2021,0,0
2021Q1,Battles,Yangon (North),2021,0,0
2021Q1,Battles,Yangon (South),2021,0,0
2021Q1,Battles,Yangon (West),2021,0,0
2021Q1,Battles,Yinmarbin,2021,0,0
2021Q1,Explosions/Remote violence,Bago,2021,3,11
2021Q1,Explosions/Remote violence,Bawlake,2021,0,0
2021Q1,Explosions/Remote violence,Bhamo,2021,3,2
2021Q1,Explosions/Remote violence,Danu Self-Administered Zone,2021,0,0
2021Q1,Explosions/Remote violence,Dawei,2021,0,0
2021Q1,Explosions/Remote violence,Det Khi Na,2021,0,0
2021Q1,Explosions/Remote violence,Falam,2021,0,0
2021Q1,Explosions/Remote violence,Gangaw,2021,0,0
2021Q1,Explosions/Remote violence,Hakha,2021,0,0
2021Q1,Explosions/Remote violence,Hinthada,2021,0,0
2021Q1,Explosions/Remote violence,Hkamti,2021,0,0
2021Q1,Explosions/Remote violence,Hopang,2021,0,0
2021Q1,Explosions/Remote violence,Hpa-An,2021,2,0
2021Q1,Explosions/Remote violence,Hpapun,2021,13,8
2021Q1,Explosions/Remote violence,Kale,2021,0,0
2021Q1,Explosions/Remote violence,Kanbalu,2021,0,0
2021Q1,Explosions/Remote violence,Katha,2021,2,0
2021Q1,Explosions/Remote violence,Kawkareik,2021,3,0
2021Q1,Explosions/Remote violence,Kawlin,2021,0,0
2021Q1,Explosions/Remote violence,Kawthoung,2021,0,0
2021Q1,Explosions/Remote violence,Kengtung,2021,0,0
2021Q1,Explosions/Remote violence,Kokang Self-Administered Zone,2021,0,0
2021Q1,Explosions/Remote violence,Kyaukme,2021,5,2
2021Q1,Explosions/Remote violence,Kyaukpyu,2021,2,0
2021Q1,Explosions/Remote violence,Kyaukse,2021,0,0
2021Q1,Explosions/Remote violence,Labutta,2021,0,0
2021Q1,Explosions/Remote violence,Langkho,2021,1,1
2021Q1,Explosions/Remote violence,Lashio,2021,4,0
2021Q1,Explosions/Remote violence,Loikaw,2021,0,0
2021Q1,Explosions/Remote violence,Loilen,2021,0,0
2021Q1,Explosions/Remote violence,Magway,2021,0,0
2021Q1,Explosions/Remote violence,Mandalay,2021,0,0
2021Q1,Explosions/Remote violence,Matman,2021,0,0
2021Q1,Explosions/Remote violence,Matupi,2021,1,0
2021Q1,Explosions/Remote violence,Maubin,2021,0,0
2021Q1,Explosions/Remote violence,Maungdaw,2021,2,1
2021Q1,Explosions/Remote violence,Mawlaik,2021,0,0
2021Q1,Explosions/Remote violence,Mawlamyine,2021,0,0
2021Q1,Explosions/Remote violence,Meiktila,2021,0,0
2021Q1,Explosions/Remote violence,Minbu,2021,0,0
2021Q1,Explosions/Remote violence,Mindat,2021,0,0
2021Q1,Explosions/Remote violence,Mohnyin,2021,10,0
2021Q1,Explosions/Remote violence,Monghsat,2021,0,0
2021Q1,Explosions/Remote violence,Mongmit,2021,0,0
2021Q1,Explosions/Remote violence,Monywa,2021,0,0
2021Q1,Explosions/Remote violence,Mrauk-U,2021,3,2
2021Q1,Explosions/Remote violence,Muse,2021,2,1
2021Q1,Explosions/Remote violence,Myaungmya,2021,0,0
2021Q1,Explosions/Remote violence,Myawaddy,2021,1,0
2021Q1,Explosions/Remote violence,Myeik,2021,0,0
2021Q1,Explosions/Remote violence,Myingyan,2021,0,0
2021Q1,Explosions/Remote violence,Myitkyina,2021,7,0
2021Q1,Explosions/Remote violence,Naga Self-Administered Zone,2021,0,0
2021Q1,Explosions/Remote violence,Nyaung-U,2021,0,0
2021Q1,Explosions/Remote violence,Oke Ta Ra,2021,0,0
2021Q1,Explosions/Remote violence,Pa-O Self-Administered Zone,2021,0,0
2021Q1,Explosions/Remote violence,Pa Laung Self-Administered Zone,2021,1,5
2021Q1,Explosions/Remote violence,Pakokku,2021,0,0
2021Q1,Explosions/Remote violence,Pathein,2021,0,0
2021Q1,Explosions/Remote violence,Puta-O,2021,0,0
2021Q1,Explosions/Remote violence,Pyapon,2021,0,0
2021Q1,Explosions/Remote violence,Pyay,2021,0,0
2021Q1,Explosions/Remote violence,Pyinoolwin,2021,0,0
2021Q1,Explosions/Remote violence,Sagaing,2021,0,0
2021Q1,Explosions/Remote violence,Shwebo,2021,0,0
2021Q1,Explosions/Remote violence,Sittwe,2021,1,0
2021Q1,Explosions/Remote violence,Tachileik,2021,0,0
2021Q1,Explosions/Remote violence,Tamu,2021,0,0
2021Q1,Explosions/Remote violence,Taunggyi,2021,0,0
2021Q1,Explosions/Remote violence,Taungoo,2021,4,0
2021Q1,Explosions/Remote violence,Thandwe,2021,0,0
2021Q1,Explosions/Remote violence,Thaton,2021,2,0
2021Q1,Explosions/Remote violence,Thayarwady,2021,0,0
2021Q1,Explosions/Remote violence,Thayet,2021,0,0
2021Q1,Explosions/Remote violence,Yamethin,2021,0,0
2021Q1,Explosions/Remote violence,Yangon (East),2021,1,1
2021Q1,Explosions/Remote violence,Yangon (North),2021,0,0
2021Q1,Explosions/Remote violence,Yangon (South),2021,0,0
2021Q1,Explosions/Remote violence,Yangon (West),2021,2,0
2021Q1,Explosions/Remote violence,Yinmarbin,2021,0,0
2021Q1,Protests,Bago,2021,59,10
2021Q1,Protests,Bawlake,2021,4,0
2021Q1,Protests,Bhamo,2021,33,2
2021Q1,Protests,Danu Self-Administered Zone,2021,1,0
2021Q1,Protests,Dawei,2021,50,6
2021Q1,Protests,Det Khi Na,2021,38,0
2021Q1,Protests,Falam,2021,47,0
2021Q1,Protests,Gangaw,2021,8,2
2021Q1,Protests,Hakha,2021,67,0
2021Q1,Protests,Hinthada,2021,31,0
2021Q1,Protests,Hkamti,2021,10,0
2021Q1,Protests,Hopang,2021,3,0
2021Q1,Protests,Hpa-An,2021,42,0
2021Q1,Protests,Hpapun,2021,6,0
2021Q1,Protests,Kale,2021,31,5
2021Q1,Protests,Kanbalu,2021,5,0
2021Q1,Protests,Katha,2021,23,0
2021Q1,Protests,Kawkareik,2021,33,0
2021Q1,Protests,Kawlin,2021,29,0
2021Q1,Protests,Kawthoung,2021,12,9
2021Q1,Protests,Kengtung,2021,12,0
2021Q1,Protests,Kokang Self-Administered Zone,2021,0,0
2021Q1,Protests,Kyaukme,2021,79,0
2021Q1,Protests,Kyaukpyu,2021,10,0
2021Q1,Protests,Kyaukse,2021,39,1
2021Q1,Protests,Labutta,2021,35,0
2021Q1,Protests,Langkho,2021,1,0
2021Q1,Protests,Lashio,2021,69,4
2021Q1,Protests,Loikaw,2021,46,1
2021Q1,Protests,Loilen,2021,12,0
2021Q1,Protests,Magway,2021,87,1
2021Q1,Protests,Mandalay,2021,97,53
2021Q1,Protests,Matman,2021,0,0
2021Q1,Protests,Matupi,2021,27,0
2021Q1,Protests,Maubin,2021,10,0
2021Q1,Protests,Maungdaw,2021,0,0
2021Q1,Protests,Mawlaik,2021,2,0
2021Q1,Protests,Mawlamyine,2021,91,6
2021Q1,Protests,Meiktila,2021,57,6
2021Q1,Protests,Minbu,2021,22,1
2021Q1,Protests,Mindat,2021,41,0
2021Q1,Protests,Mohnyin,2021,82,6
2021Q1,Protests,Monghsat,2021,3,0
2021Q1,Protests,Mongmit,2021,5,0
2021Q1,Protests,Monywa,2021,72,19
2021Q1,Protests,Mrauk-U,2021,1,0
2021Q1,Protests,Muse,2021,73,4
2021Q1,Protests,Myaungmya,2021,7,0
2021Q1,Protests,Myawaddy,2021,29,0
2021Q1,Protests,Myeik,2021,23,11
2021Q1,Protests,Myingyan,2021,24,21
2021Q1,Protests,Myitkyina,2021,72,2
2021Q1,Protests,Naga Self-Administered Zone,2021,3,0
2021Q1,Protests,Nyaung-U,2021,23,5
2021Q1,Protests,Oke Ta Ra,2021,8,0
2021Q1,Protests,Pa-O Self-Administered Zone,2021,2,0
2021Q1,Protests,Pa Laung Self-Administered Zone,2021,18,0
2021Q1,Protests,Pakokku,2021,51,11
2021Q1,Protests,Pathein,2021,49,7
2021Q1,Protests,Puta-O,2021,24,0
2021Q1,Protests,Pyapon,2021,9,1
2021Q1,Protests,Pyay,2021,13,2
2021Q1,Protests,Pyinoolwin,2021,53,11
2021Q1,Protests,Sagaing,2021,32,2
2021Q1,Protests,Shwebo,2021,61,6
2021Q1,Protests,Sittwe,2021,4,0
2021Q1,Protests,Tachileik,2021,16,0
2021Q1,Protests,Tamu,2021,5,0
2021Q1,Protests,Taunggyi,2021,53,13
2021Q1,Protests,Taungoo,2021,72,2
2021Q1,Protests,Thandwe,2021,30,0
2021Q1,Protests,Thaton,2021,35,2
2021Q1,Protests,Thayarwady,2021,54,2
2021Q1,Protests,Thayet,2021,20,1
2021Q1,Protests,Yamethin,2021,1,0
2021Q1,Protests,Yangon (East),2021,166,67
2021Q1,Protests,Yangon (North),2021,156,15
2021Q1,Protests,Yangon (South),2021,49,10
2021Q1,Protests,Yangon (West),2021,189,9
2021Q1,Protests,Yinmarbin,2021,37,1
2021Q1,Riots,Bago,2021,3,5
2021Q1,Riots,Bawlake,2021,0,0
2021Q1,Riots,Bhamo,2021,0,0
2021Q1,Riots,Danu Self-Administered Zone,2021,0,0
2021Q1,Riots,Dawei,2021,1,0
2021Q1,Riots,Det Khi Na,2021,1,1
2021Q1,Riots,Falam,2021,0,0
2021Q1,Riots,Gangaw,2021,0,0
2021Q1,Riots,Hakha,2021,0,0
2021Q1,Riots,Hinthada,2021,0,0
2021Q1,Riots,Hkamti,2021,0,0
2021Q1,Riots,Hopang,2021,0,0
2021Q1,Riots,Hpa-An,2021,0,0
2021Q1,Riots,Hpapun,2021,0,0
2021Q1,Riots,Kale,2021,2,6
2021Q1,Riots,Kanbalu,2021,0,0
2021Q1,Riots,Katha,2021,0,0
2021Q1,Riots,Kawkareik,2021,0,0
2021Q1,Riots,Kawlin,2021,1,1
2021Q1,Riots,Kawthoung,2021,0,0
2021Q1,Riots,Kengtung,2021,0,0
2021Q1,Riots,Kokang Self-Administered Zone,2021,0,0
2021Q1,Riots,Kyaukme,2021,0,0
2021Q1,Riots,Kyaukpyu,2021,0,0
2021Q1,Riots,Kyaukse,2021,0,0
2021Q1,Riots,Labutta,2021,0,0
2021Q1,Riots,Langkho,2021,0,0
2021Q1,Riots,Lashio,2021,0,0
2021Q1,Riots,Loikaw,2021,1,0
2021Q1,Riots,Loilen,2021,0,0
2021Q1,Riots,Magway,2021,1,0
2021Q1,Riots,Mandalay,2021,5,14
2021Q1,Riots,Matman,2021,0,0
2021Q1,Riots,Matupi,2021,0,0
2021Q1,Riots,Maubin,2021,0,0
2021Q1,Riots,Maungdaw,2021,0,0
2021Q1,Riots,Mawlaik,2021,0,0
2021Q1,Riots,Mawlamyine,2021,3,1
2021Q1,Riots,Meiktila,2021,2,0
2021Q1,Riots,Minbu,2021,3,4
2021Q1,Riots,Mindat,2021,0,0
2021Q1,Riots,Mohnyin,2021,0,0
2021Q1,Riots,Monghsat,2021,0,0
2021Q1,Riots,Mongmit,2021,0,0
2021Q1,Riots,Monywa,2021,1,2
2021Q1,Riots,Mrauk-U,2021,0,0
2021Q1,Riots,Muse,2021,2,1
2021Q1,Riots,Myaungmya,2021,0,0
2021Q1,Riots,Myawaddy,2021,0,0
2021Q1,Riots,Myeik,2021,2,1
2021Q1,Riots,Myingyan,2021,0,0
2021Q1,Riots,Myitkyina,2021,1,1
2021Q1,Riots,Naga Self-Administered Zone,2021,0,0
2021Q1,Riots,Nyaung-U,2021,0,0
2021Q1,Riots,Oke Ta Ra,2021,0,0
2021Q1,Riots,Pa-O Self-Administered Zone,2021,0,0
2021Q1,Riots,Pa Laung Self-Administered Zone,2021,0,0
2021Q1,Riots,Pakokku,2021,1,0
2021Q1,Riots,Pathein,2021,3,0
2021Q1,Riots,Puta-O,2021,0,0
2021Q1,Riots,Pyapon,2021,0,0
2021Q1,Riots,Pyay,2021,0,0
2021Q1,Riots,Pyinoolwin,2021,1,0
2021Q1,Riots,Sagaing,2021,0,0
2021Q1,Riots,Shwebo,2021,2,2
2021Q1,Riots,Sittwe,2021,0,0
2021Q1,Riots,Tachileik,2021,0,0
2021Q1,Riots,Tamu,2021,0,0
2021Q1,Riots,Taunggyi,2021,3,4
2021Q1,Riots,Taungoo,2021,0,0
2021Q1,Riots,Thandwe,2021,0,0
2021Q1,Riots,Thaton,2021,0,0
2021Q1,Riots,Thayarwady,2021,0,0
2021Q1,Riots,Thayet,2021,0,0
2021Q1,Riots,Yamethin,2021,0,0
2021Q1,Riots,Yangon (East),2021,19,20
2021Q1,Riots,Yangon (North),2021,13,54
2021Q1,Riots,Yangon (South),2021,1,0
2021Q1,Riots,Yangon (West),2021,19,3
2021Q1,Riots,Yinmarbin,2021,0,0
2021Q1,Violence against civilians,Bago,2021,7,7
2021Q1,Violence against civilians,Bawlake,2021,0,0
2021Q1,Violence against civilians,Bhamo,2021,1,0
2021Q1,Violence against civilians,Danu Self-Administered Zone,2021,0,0
2021Q1,Violence against civilians,Dawei,2021,6,4
2021Q1,Violence against civilians,Det Khi Na,2021,2,1
2021Q1,Violence against civilians,Falam,2021,0,0
2021Q1,Violence against civilians,Gangaw,2021,1,0
2021Q1,Violence against civilians,Hakha,2021,0,0
2021Q1,Violence against civilians,Hinthada,2021,1,0
2021Q1,Violence against civilians,Hkamti,2021,1,0
2021Q1,Violence against civilians,Hopang,2021,0,0
2021Q1,Violence against civilians,Hpa-An,2021,1,0
2021Q1,Violence against civilians,Hpapun,2021,0,0
2021Q1,Violence against civilians,Kale,2021,1,0
2021Q1,Violence against civilians,Kanbalu,2021,0,0
2021Q1,Violence against civilians,Katha,2021,0,0
2021Q1,Violence against civilians,Kawkareik,2021,1,0
2021Q1,Violence against civilians,Kawlin,2021,0,0
2021Q1,Violence against civilians,Kawthoung,2021,0,0
2021Q1,Violence against civilians,Kengtung,2021,0,0
2021Q1,Violence against civilians,Kokang Self-Administered Zone,2021,0,0
2021Q1,Violence against civilians,Kyaukme,2021,15,4
2021Q1,Violence against civilians,Kyaukpyu,2021,0,0
2021Q1,Violence against civilians,Kyaukse,2021,2,0
2021Q1,Violence against civilians,Labutta,2021,0,0
2021Q1,Violence against civilians,Langkho,2021,0,0
2021Q1,Violence against civilians,Lashio,2021,1,1
2021Q1,Violence against civilians,Loikaw,2021,0,0
2021Q1,Violence against civilians,Loilen,2021,0,0
2021Q1,Violence against civilians,Magway,2021,1,1
2021Q1,Violence against civilians,Mandalay,2021,10,16
2021Q1,Violence against civilians,Matman,2021,0,0
2021Q1,Violence against civilians,Matupi,2021,1,0
2021Q1,Violence against civilians,Maubin,2021,0,0
2021Q1,Violence against civilians,Maungdaw,2021,4,1
2021Q1,Violence against civilians,Mawlaik,2021,0,0
2021Q1,Violence against civilians,Mawlamyine,2021,4,2
2021Q1,Violence against civilians,Meiktila,2021,1,2
2021Q1,Violence against civilians,Minbu,2021,1,1
2021Q1,Violence against civilians,Mindat,2021,0,0
2021Q1,Violence against civilians,Mohnyin,2021,1,1
2021Q1,Violence against civilians,Monghsat,2021,0,0
2021Q1,Violence against civilians,Mongmit,2021,0,0
2021Q1,Violence against civilians,Monywa,2021,4,2
2021Q1,Violence against civilians,Mrauk-U,2021,0,0
2021Q1,Violence against civilians,Muse,2021,5,2
2021Q1,Violence against civilians,Myaungmya,2021,0,0
2021Q1,Violence against civilians,Myawaddy,2021,0,0
2021Q1,Violence against civilians,Myeik,2021,3,0
2021Q1,Violence against civilians,Myingyan,2021,1,2
2021Q1,Violence against civilians,Myitkyina,2021,4,0
2021Q1,Violence against civilians,Naga Self-Administered Zone,2021,0,0
2021Q1,Violence against civilians,Nyaung-U,2021,4,1
2021Q1,Violence against civilians,Oke Ta Ra,2021,0,0
2021Q1,Violence against civilians,Pa-O Self-Administered Zone,2021,0,0
2021Q1,Violence against civilians,Pa Laung Self-Administered Zone,2021,1,0
2021Q1,Violence against civilians,Pakokku,2021,1,2
2021Q1,Violence against civilians,Pathein,2021,2,3
2021Q1,Violence against civilians,Puta-O,2021,0,0
2021Q1,Violence against civilians,Pyapon,2021,0,0
2021Q1,Violence against civilians,Pyay,2021,2,0
2021Q1,Violence against civilians,Pyinoolwin,2021,9,7
2021Q1,Violence against civilians,Sagaing,2021,0,0
2021Q1,Violence against civilians,Shwebo,2021,0,0
2021Q1,Violence against civilians,Sittwe,2021,2,1
2021Q1,Violence against civilians,Tachileik,2021,0,0
2021Q1,Violence against civilians,Tamu,2021,2,2
2021Q1,Violence against civilians,Taunggyi,2021,2,0
2021Q1,Violence against civilians,Taungoo,2021,2,3
2021Q1,Violence against civilians,Thandwe,2021,0,0
2021Q1,Violence against civilians,Thaton,2021,1,1
2021Q1,Violence against civilians,Thayarwady,2021,0,0
2021Q1,Violence against civilians,Thayet,2021,0,0
2021Q1,Violence against civilians,Yamethin,2021,0,0
2021Q1,Violence against civilians,Yangon (East),2021,17,11
2021Q1,Violence against civilians,Yangon (North),2021,10,7
2021Q1,Violence against civilians,Yangon (South),2021,3,3
2021Q1,Violence against civilians,Yangon (West),2021,10,5
2021Q1,Violence against civilians,Yinmarbin,2021,0,0
2021Q2,Battles,Bago,2021,1,0
2021Q2,Battles,Bawlake,2021,4,0
2021Q2,Battles,Bhamo,2021,126,77
2021Q2,Battles,Danu Self-Administered Zone,2021,0,0
2021Q2,Battles,Dawei,2021,2,5
2021Q2,Battles,Det Khi Na,2021,0,0
2021Q2,Battles,Falam,2021,5,25
2021Q2,Battles,Gangaw,2021,11,31
2021Q2,Battles,Hakha,2021,17,84
2021Q2,Battles,Hinthada,2021,0,0
2021Q2,Battles,Hkamti,2021,7,10
2021Q2,Battles,Hopang,2021,0,0
2021Q2,Battles,Hpa-An,2021,5,8
2021Q2,Battles,Hpapun,2021,22,77
2021Q2,Battles,Kale,2021,18,35
2021Q2,Battles,Kanbalu,2021,1,1
2021Q2,Battles,Katha,2021,10,56
2021Q2,Battles,Kawkareik,2021,3,0
2021Q2,Battles,Kawlin,2021,1,1
2021Q2,Battles,Kawthoung,2021,0,0
2021Q2,Battles,Kengtung,2021,0,0
2021Q2,Battles,Kokang Self-Administered Zone,2021,0,0
2021Q2,Battles,Kyaukme,2021,27,2
2021Q2,Battles,Kyaukpyu,2021,0,0
2021Q2,Battles,Kyaukse,2021,3,7
2021Q2,Battles,Labutta,2021,0,0
2021Q2,Battles,Langkho,2021,1,0
2021Q2,Battles,Lashio,2021,11,14
2021Q2,Battles,Loikaw,2021,41,138
2021Q2,Battles,Loilen,2021,19,3
2021Q2,Battles,Magway,2021,1,1
2021Q2,Battles,Mandalay,2021,4,13
2021Q2,Battles,Matman,2021,0,0
2021Q2,Battles,Matupi,2021,0,0
2021Q2,Battles,Maubin,2021,0,0
2021Q2,Battles,Maungdaw,2021,1,1
2021Q2,Battles,Mawlaik,2021,0,0
2021Q2,Battles,Mawlamyine,2021,1,6
2021Q2,Battles,Meiktila,2021,1,1
2021Q2,Battles,Minbu,2021,0,0
2021Q2,Battles,Mindat,2021,29,126
2021Q2,Battles,Mohnyin,2021,32,31
2021Q2,Battles,Monghsat,2021,0,0
2021Q2,Battles,Mongmit,2021,0,0
2021Q2,Battles,Monywa,2021,2,0
2021Q2,Battles,Mrauk-U,2021,0,0
2021Q2,Battles,Muse,2021,59,33
2021Q2,Battles,Myaungmya,2021,0,0
2021Q2,Battles,Myawaddy,2021,4,32
2021Q2,Battles,Myeik,2021,0,0
2021Q2,Battles,Myingyan,2021,10,21
2021Q2,Battles,Myitkyina,2021,51,9
2021Q2,Battles,Naga Self-Administered Zone,2021,0,0
2021Q2,Battles,Nyaung-U,2021,0,0
2021Q2,Battles,Oke Ta Ra,2021,0,0
2021Q2,Battles,Pa-O Self-Administered Zone,2021,0,0
2021Q2,Battles,Pa Laung Self-Administered Zone,2021,7,0
2021Q2,Battles,Pakokku,2021,4,49
2021Q2,Battles,Pathein,2021,3,6
2021Q2,Battles,Puta-O,2021,17,19
2021Q2,Battles,Pyapon,2021,0,0
2021Q2,Battles,Pyay,2021,0,0
2021Q2,Battles,Pyinoolwin,2021,7,15
2021Q2,Battles,Sagaing,2021,6,25
2021Q2,Battles,Shwebo,2021,7,11
2021Q2,Battles,Sittwe,2021,0,0
2021Q2,Battles,Tachileik,2021,1,1
2021Q2,Battles,Tamu,2021,5,50
2021Q2,Battles,Taunggyi,2021,8,46
2021Q2,Battles,Taungoo,2021,2,0
2021Q2,Battles,Thandwe,2021,0,0
2021Q2,Battles,Thaton,2021,11,14
2021Q2,Battles,Thayarwady,2021,0,0
2021Q2,Battles,Thayet,2021,1,0
2021Q2,Battles,Yamethin,2021,0,0
2021Q2,Battles,Yangon (East),2021,4,3
2021Q2,Battles,Yangon (North),2021,1,0
2021Q2,Battles,Yangon (South),2021,0,0
2021Q2,Battles,Yangon (West),2021,1,1
2021Q2,Battles,Yinmarbin,2021,33,190
2021Q2,Explosions/Remote violence,Bago,2021,9,1
2021Q2,Explosions/Remote violence,Bawlake,2021,0,0
2021Q2,Explosions/Remote violence,Bhamo,2021,94,50
2021Q2,Explosions/Remote violence,Danu Self-Administered Zone,2021,0,0
2021Q2,Explosions/Remote violence,Dawei,2021,2,0
2021Q2,Explosions/Remote violence,Det Khi Na,2021,3,0
2021Q2,Explosions/Remote violence,Falam,2021,4,1
2021Q2,Explosions/Remote violence,Gangaw,2021,4,0
2021Q2,Explosions/Remote violence,Hakha,2021,3,3
2021Q2,Explosions/Remote violence,Hinthada,2021,3,0
2021Q2,Explosions/Remote violence,Hkamti,2021,0,0
2021Q2,Explosions/Remote violence,Hopang,2021,0,0
2021Q2,Explosions/Remote violence,Hpa-An,2021,6,1
2021Q2,Explosions/Remote violence,Hpapun,2021,21,5
2021Q2,Explosions/Remote violence,Kale,2021,10,2
2021Q2,Explosions/Remote violence,Kanbalu,2021,1,0
2021Q2,Explosions/Remote violence,Katha,2021,6,0
2021Q2,Explosions/Remote violence,Kawkareik,2021,10,0
2021Q2,Explosions/Remote violence,Kawlin,2021,2,0
2021Q2,Explosions/Remote violence,Kawthoung,2021,0,0
2021Q2,Explosions/Remote violence,Kengtung,2021,3,0
2021Q2,Explosions/Remote violence,Kokang Self-Administered Zone,2021,0,0
2021Q2,Explosions/Remote violence,Kyaukme,2021,16,6
2021Q2,Explosions/Remote violence,Kyaukpyu,2021,3,0
2021Q2,Explosions/Remote violence,Kyaukse,2021,1,0
2021Q2,Explosions/Remote violence,Labutta,2021,0,0
2021Q2,Explosions/Remote violence,Langkho,2021,0,0
2021Q2,Explosions/Remote violence,Lashio,2021,10,1
2021Q2,Explosions/Remote violence,Loikaw,2021,23,17
2021Q2,Explosions/Remote violence,Loilen,2021,1,0
2021Q2,Explosions/Remote violence,Magway,2021,12,0
2021Q2,Explosions/Remote violence,Mandalay,2021,41,3
2021Q2,Explosions/Remote violence,Matman,2021,0,0
2021Q2,Explosions/Remote violence,Matupi,2021,4,0
2021Q2,Explosions/Remote violence,Maubin,2021,5,0
2021Q2,Explosions/Remote violence,Maungdaw,2021,1,0
2021Q2,Explosions/Remote violence,Mawlaik,2021,0,0
2021Q2,Explosions/Remote violence,Mawlamyine,2021,17,0
2021Q2,Explosions/Remote violence,Meiktila,2021,3,1
2021Q2,Explosions/Remote violence,Minbu,2021,9,0
2021Q2,Explosions/Remote violence,Mindat,2021,2,1
2021Q2,Explosions/Remote violence,Mohnyin,2021,27,5
2021Q2,Explosions/Remote violence,Monghsat,2021,0,0
2021Q2,Explosions/Remote violence,Mongmit,2021,0,0
2021Q2,Explosions/Remote violence,Monywa,2021,6,2
2021Q2,Explosions/Remote violence,Mrauk-U,2021,2,3
2021Q2,Explosions/Remote violence,Muse,2021,17,1
2021Q2,Explosions/Remote violence,Myaungmya,2021,3,0
2021Q2,Explosions/Remote violence,Myawaddy,2021,9,0
2021Q2,Explosions/Remote violence,Myeik,2021,1,0
2021Q2,Explosions/Remote violence,Myingyan,2021,13,0
2021Q2,Explosions/Remote violence,Myitkyina,2021,35,3
2021Q2,Explosions/Remote violence,Naga Self-Administered Zone,2021,0,0
2021Q2,Explosions/Remote violence,Nyaung-U,2021,4,0
2021Q2,Explosions/Remote violence,Oke Ta Ra,2021,0,0
2021Q2,Explosions/Remote violence,Pa-O Self-Administered Zone,2021,1,0
2021Q2,Explosions/Remote violence,Pa Laung Self-Administered Zone,2021,3,4
