quarter,event_type,admin2,year,Incidents,Fatalities
2023Q2,Battles,Kanbalu,2023,11,52
2023Q2,Battles,Katha,2023,33,180
2023Q2,Battles,Kawkareik,2023,18,37
2023Q2,Battles,Kawlin,2023,3,8
2023Q2,Battles,Kawthoung,2023,7,14
2023Q2,Battles,Kengtung,2023,0,0
2023Q2,Battles,Kokang Self-Administered Zone,2023,5,23
2023Q2,Battles,Kyaukme,2023,8,33
2023Q2,Battles,Kyaukpyu,2023,0,0
2023Q2,Battles,Kyaukse,2023,0,0
2023Q2,Battles,Labutta,2023,0,0
2023Q2,Battles,Langkho,2023,2,5
2023Q2,Battles,Lashio,2023,6,2
2023Q2,Battles,Loikaw,2023,19,53
2023Q2,Battles,Loilen,2023,11,1
2023Q2,Battles,Magway,2023,2,2
2023Q2,Battles,Mandalay,2023,9,4
2023Q2,Battles,Matman,2023,0,0
2023Q2,Battles,Matupi,2023,1,0
2023Q2,Battles,Maubin,2023,0,0
2023Q2,Battles,Maungdaw,2023,1,1
2023Q2,Battles,Mawlaik,2023,18,41
2023Q2,Battles,Mawlamyine,2023,17,77
2023Q2,Battles,Meiktila,2023,2,0
2023Q2,Battles,Minbu,2023,5,25
2023Q2,Battles,Mindat,2023,11,30
2023Q2,Battles,Mohnyin,2023,14,19
2023Q2,Battles,Monghsat,2023,0,0
2023Q2,Battles,Mongmit,2023,3,4
2023Q2,Battles,Monywa,2023,28,64
2023Q2,Battles,Mrauk-U,2023,0,0
2023Q2,Battles,Muse,2023,16,12
2023Q2,Battles,Myaungmya,2023,0,0
2023Q2,Battles,Myawaddy,2023,19,150
2023Q2,Battles,Myeik,2023,34,48
2023Q2,Battles,Myingyan,2023,18,86
2023Q2,Battles,Myitkyina,2023,13,3
2023Q2,Battles,Naga Self-Administered Zone,2023,0,0
2023Q2,Battles,Nyaung-U,2023,2,6
2023Q2,Battles,Oke Ta Ra,2023,1,0
2023Q2,Battles,Pa-O Self-Administered Zone,2023,4,23
2023Q2,Battles,Pa Laung Self-Administered Zone,2023,0,0
2023Q2,Battles,Pakokku,2023,52,135
2023Q2,Battles,Pathein,2023,1,0
2023Q2,Battles,Puta-O,2023,2,1
2023Q2,Battles,Pyapon,2023,2,1
2023Q2,Battles,Pyay,2023,14,15
2023Q2,Battles,Pyinoolwin,2023,24,106
2023Q2,Battles,Sagaing,2023,31,118
2023Q2,Battles,Shwebo,2023,27,105
2023Q2,Battles,Sittwe,2023,1,0
2023Q2,Battles,Tachileik,2023,0,0
2023Q2,Battles,Tamu,2023,3,8
2023Q2,Battles,Taunggyi,2023,28,123
2023Q2,Battles,Taungoo,2023,18,88
2023Q2,Battles,Thandwe,2023,0,0
2023Q2,Battles,Thaton,2023,19,41
2023Q2,Battles,Thayarwady,2023,8,18
2023Q2,Battles,Thayet,2023,3,13
2023Q2,Battles,Yamethin,2023,0,0
2023Q2,Battles,Yangon (East),2023,1,0
2023Q2,Battles,Yangon (North),2023,0,0
2023Q2,Battles,Yangon (South),2023,0,0
2023Q2,Battles,Yangon (West),2023,2,1
2023Q2,Battles,Yinmarbin,2023,37,104
2023Q2,Explosions/Remote violence,Bago,2023,9,5
2023Q2,Explosions/Remote violence,Bawlake,2023,12,7
2023Q2,Explosions/Remote violence,Bhamo,2023,14,4
2023Q2,Explosions/Remote violence,Danu Self-Administered Zone,2023,1,0
2023Q2,Explosions/Remote violence,Dawei,2023,14,22
2023Q2,Explosions/Remote violence,Det Khi Na,2023,3,10
2023Q2,Explosions/Remote violence,Falam,2023,10,20
2023Q2,Explosions/Remote violence,Gangaw,2023,19,4
2023Q2,Explosions/Remote violence,Hakha,2023,10,4
2023Q2,Explosions/Remote violence,Hinthada,2023,3,0
2023Q2,Explosions/Remote violence,Hkamti,2023,1,2
2023Q2,Explosions/Remote violence,Hopang,2023,0,0
2023Q2,Explosions/Remote violence,Hpa-An,2023,11,6
2023Q2,Explosions/Remote violence,Hpapun,2023,3,2
2023Q2,Explosions/Remote violence,Kale,2023,24,24
2023Q2,Explosions/Remote violence,Kanbalu,2023,14,204
2023Q2,Explosions/Remote violence,Katha,2023,13,20
2023Q2,Explosions/Remote violence,Kawkareik,2023,39,17
2023Q2,Explosions/Remote violence,Kawlin,2023,0,0
2023Q2,Explosions/Remote violence,Kawthoung,2023,1,0
2023Q2,Explosions/Remote violence,Kengtung,2023,0,0
2023Q2,Explosions/Remote violence,Kokang Self-Administered Zone,2023,1,0
2023Q2,Explosions/Remote violence,Kyaukme,2023,9,0
2023Q2,Explosions/Remote violence,Kyaukpyu,2023,0,0
2023Q2,Explosions/Remote violence,Kyaukse,2023,0,0
2023Q2,Explosions/Remote violence,Labutta,2023,1,0
2023Q2,Explosions/Remote violence,Langkho,2023,1,0
2023Q2,Explosions/Remote violence,Lashio,2023,11,6
2023Q2,Explosions/Remote violence,Loikaw,2023,21,19
2023Q2,Explosions/Remote violence,Loilen,2023,1,0
2023Q2,Explosions/Remote violence,Magway,2023,3,10
2023Q2,Explosions/Remote violence,Mandalay,2023,19,6
2023Q2,Explosions/Remote violence,Matman,2023,0,0
2023Q2,Explosions/Remote violence,Matupi,2023,0,0
2023Q2,Explosions/Remote violence,Maubin,2023,0,0
2023Q2,Explosions/Remote violence,Maungdaw,2023,1,1
2023Q2,Explosions/Remote violence,Mawlaik,2023,0,0
2023Q2,Explosions/Remote violence,Mawlamyine,2023,11,5
2023Q2,Explosions/Remote violence,Meiktila,2023,1,5
2023Q2,Explosions/Remote violence,Minbu,2023,1,2
2023Q2,Explosions/Remote violence,Mindat,2023,8,12
2023Q2,Explosions/Remote violence,Mohnyin,2023,24,18
2023Q2,Explosions/Remote violence,Monghsat,2023,0,0
2023Q2,Explosions/Remote violence,Mongmit,2023,4,2
2023Q2,Explosions/Remote violence,Monywa,2023,13,29
2023Q2,Explosions/Remote violence,Mrauk-U,2023,0,0
2023Q2,Explosions/Remote violence,Muse,2023,5,0
2023Q2,Explosions/Remote violence,Myaungmya,2023,0,0
2023Q2,Explosions/Remote violence,Myawaddy,2023,16,9
2023Q2,Explosions/Remote violence,Myeik,2023,27,22
2023Q2,Explosions/Remote violence,Myingyan,2023,10,34
2023Q2,Explosions/Remote violence,Myitkyina,2023,3,1
2023Q2,Explosions/Remote violence,Naga Self-Administered Zone,2023,0,0
2023Q2,Explosions/Remote violence,Nyaung-U,2023,0,0
2023Q2,Explosions/Remote violence,Oke Ta Ra,2023,0,0
2023Q2,Explosions/Remote violence,Pa-O Self-Administered Zone,2023,4,1
2023Q2,Explosions/Remote violence,Pa Laung Self-Administered Zone,2023,1,0
2023Q2,Explosions/Remote violence,Pakokku,2023,70,97
2023Q2,Explosions/Remote violence,Pathein,2023,5,1
2023Q2,Explosions/Remote violence,Puta-O,2023,0,0
2023Q2,Explosions/Remote violence,Pyapon,2023,0,0
2023Q2,Explosions/Remote violence,Pyay,2023,0,0
2023Q2,Explosions/Remote violence,Pyinoolwin,2023,39,55
2023Q2,Explosions/Remote violence,Sagaing,2023,22,32
2023Q2,Explosions/Remote violence,Shwebo,2023,46,69
2023Q2,Explosions/Remote violence,Sittwe,2023,0,0
2023Q2,Explosions/Remote violence,Tachileik,2023,0,0
2023Q2,Explosions/Remote violence,Tamu,2023,0,0
2023Q2,Explosions/Remote violence,Taunggyi,2023,33,16
2023Q2,Explosions/Remote violence,Taungoo,2023,39,23
2023Q2,Explosions/Remote violence,Thandwe,2023,0,0
2023Q2,Explosions/Remote violence,Thaton,2023,49,26
2023Q2,Explosions/Remote violence,Thayarwady,2023,3,1
2023Q2,Explosions/Remote violence,Thayet,2023,4,14
2023Q2,Explosions/Remote violence,Yamethin,2023,0,0
2023Q2,Explosions/Remote violence,Yangon (East),2023,10,0
2023Q2,Explosions/Remote violence,Yangon (North),2023,11,0
2023Q2,Explosions/Remote violence,Yangon (South),2023,3,2
2023Q2,Explosions/Remote violence,Yangon (West),2023,4,0
2023Q2,Explosions/Remote violence,Yinmarbin,2023,36,67
2023Q2,Protests,Bago,2023,0,0
2023Q2,Protests,Bawlake,2023,0,0
2023Q2,Protests,Bhamo,2023,0,0
2023Q2,Protests,Danu Self-Administered Zone,2023,0,0
2023Q2,Protests,Dawei,2023,23,0
2023Q2,Protests,Det Khi Na,2023,0,0
2023Q2,Protests,Falam,2023,0,0
2023Q2,Protests,Gangaw,2023,0,0
2023Q2,Protests,Hakha,2023,0,0
2023Q2,Protests,Hinthada,2023,24,0
2023Q2,Protests,Hkamti,2023,0,0
2023Q2,Protests,Hopang,2023,0,0
2023Q2,Protests,Hpa-An,2023,0,0
2023Q2,Protests,Hpapun,2023,0,0
2023Q2,Protests,Kale,2023,4,0
2023Q2,Protests,Kanbalu,2023,0,0
2023Q2,Protests,Katha,2023,0,0
2023Q2,Protests,Kawkareik,2023,2,0
2023Q2,Protests,Kawlin,2023,0,0
2023Q2,Protests,Kawthoung,2023,0,0
2023Q2,Protests,Kengtung,2023,0,0
2023Q2,Protests,Kokang Self-Administered Zone,2023,0,0
2023Q2,Protests,Kyaukme,2023,0,0
2023Q2,Protests,Kyaukpyu,2023,0,0
2023Q2,Protests,Kyaukse,2023,0,0
2023Q2,Protests,Labutta,2023,0,0
2023Q2,Protests,Langkho,2023,0,0
2023Q2,Protests,Lashio,2023,0,0
2023Q2,Protests,Loikaw,2023,0,0
2023Q2,Protests,Loilen,2023,0,0
2023Q2,Protests,Magway,2023,0,0
2023Q2,Protests,Mandalay,2023,2,0
2023Q2,Protests,Matman,2023,0,0
2023Q2,Protests,Matupi,2023,0,0
2023Q2,Protests,Maubin,2023,0,0
2023Q2,Protests,Maungdaw,2023,0,0
2023Q2,Protests,Mawlaik,2023,0,0
2023Q2,Protests,Mawlamyine,2023,0,0
2023Q2,Protests,Meiktila,2023,0,0
2023Q2,Protests,Minbu,2023,0,0
2023Q2,Protests,Mindat,2023,0,0
2023Q2,Protests,Mohnyin,2023,2,0
2023Q2,Protests,Monghsat,2023,0,0
2023Q2,Protests,Mongmit,2023,0,0
2023Q2,Protests,Monywa,2023,20,0
2023Q2,Protests,Mrauk-U,2023,0,0
2023Q2,Protests,Muse,2023,0,0
2023Q2,Protests,Myaungmya,2023,0,0
2023Q2,Protests,Myawaddy,2023,0,0
2023Q2,Protests,Myeik,2023,1,0
2023Q2,Protests,Myingyan,2023,0,0
2023Q2,Protests,Myitkyina,2023,1,0
2023Q2,Protests,Naga Self-Administered Zone,2023,0,0
2023Q2,Protests,Nyaung-U,2023,0,0
2023Q2,Protests,Oke Ta Ra,2023,0,0
2023Q2,Protests,Pa-O Self-Administered Zone,2023,0,0
2023Q2,Protests,Pa Laung Self-Administered Zone,2023,0,0
2023Q2,Protests,Pakokku,2023,4,0
2023Q2,Protests,Pathein,2023,0,0
2023Q2,Protests,Puta-O,2023,0,0
2023Q2,Protests,Pyapon,2023,0,0
2023Q2,Protests,Pyay,2023,0,0
2023Q2,Protests,Pyinoolwin,2023,0,0
2023Q2,Protests,Sagaing,2023,0,0
2023Q2,Protests,Shwebo,2023,8,0
2023Q2,Protests,Sittwe,2023,0,0
2023Q2,Protests,Tachileik,2023,0,0
2023Q2,Protests,Tamu,2023,0,0
2023Q2,Protests,Taunggyi,2023,0,0
2023Q2,Protests,Taungoo,2023,0,0
2023Q2,Protests,Thandwe,2023,0,0
2023Q2,Protests,Thaton,2023,0,0
2023Q2,Protests,Thayarwady,2023,1,0
2023Q2,Protests,Thayet,2023,0,0
2023Q2,Protests,Yamethin,2023,0,0
2023Q2,Protests,Yangon (East),2023,0,0
2023Q2,Protests,Yangon (North),2023,2,0
2023Q2,Protests,Yangon (South),2023,0,0
2023Q2,Protests,Yangon (West),2023,6,0
2023Q2,Protests,Yinmarbin,2023,74,0
2023Q2,Riots,Bago,2023,0,0
2023Q2,Riots,Bawlake,2023,0,0
2023Q2,Riots,Bhamo,2023,0,0
2023Q2,Riots,Danu Self-Administered Zone,2023,0,0
2023Q2,Riots,Dawei,2023,0,0
2023Q2,Riots,Det Khi Na,2023,0,0
2023Q2,Riots,Falam,2023,0,0
2023Q2,Riots,Gangaw,2023,0,0
2023Q2,Riots,Hakha,2023,0,0
2023Q2,Riots,Hinthada,2023,0,0
2023Q2,Riots,Hkamti,2023,0,0
2023Q2,Riots,Hopang,2023,0,0
2023Q2,Riots,Hpa-An,2023,0,0
2023Q2,Riots,Hpapun,2023,0,0
2023Q2,Riots,Kale,2023,0,0
2023Q2,Riots,Kanbalu,2023,0,0
2023Q2,Riots,Katha,2023,0,0
2023Q2,Riots,Kawkareik,2023,0,0
2023Q2,Riots,Kawlin,2023,0,0
2023Q2,Riots,Kawthoung,2023,0,0
2023Q2,Riots,Kengtung,2023,0,0
2023Q2,Riots,Kokang Self-Administered Zone,2023,0,0
2023Q2,Riots,Kyaukme,2023,0,0
2023Q2,Riots,Kyaukpyu,2023,0,0
2023Q2,Riots,Kyaukse,2023,0,0
2023Q2,Riots,Labutta,2023,0,0
2023Q2,Riots,Langkho,2023,0,0
2023Q2,Riots,Lashio,2023,0,0
2023Q2,Riots,Loikaw,2023,0,0
2023Q2,Riots,Loilen,2023,0,0
2023Q2,Riots,Magway,2023,0,0
2023Q2,Riots,Mandalay,2023,0,0
2023Q2,Riots,Matman,2023,0,0
2023Q2,Riots,Matupi,2023,0,0
2023Q2,Riots,Maubin,2023,0,0
2023Q2,Riots,Maungdaw,2023,0,0
2023Q2,Riots,Mawlaik,2023,0,0
2023Q2,Riots,Mawlamyine,2023,0,0
2023Q2,Riots,Meiktila,2023,0,0
2023Q2,Riots,Minbu,2023,0,0
2023Q2,Riots,Mindat,2023,0,0
2023Q2,Riots,Mohnyin,2023,0,0
2023Q2,Riots,Monghsat,2023,0,0
2023Q2,Riots,Mongmit,2023,0,0
2023Q2,Riots,Monywa,2023,0,0
2023Q2,Riots,Mrauk-U,2023,0,0
2023Q2,Riots,Muse,2023,0,0
2023Q2,Riots,Myaungmya,2023,0,0
2023Q2,Riots,Myawaddy,2023,0,0
2023Q2,Riots,Myeik,2023,0,0
2023Q2,Riots,Myingyan,2023,0,0
2023Q2,Riots,Myitkyina,2023,0,0
2023Q2,Riots,Naga Self-Administered Zone,2023,0,0
2023Q2,Riots,Nyaung-U,2023,0,0
2023Q2,Riots,Oke Ta Ra,2023,0,0
2023Q2,Riots,Pa-O Self-Administered Zone,2023,0,0
2023Q2,Riots,Pa Laung Self-Administered Zone,2023,0,0
2023Q2,Riots,Pakokku,2023,0,0
2023Q2,Riots,Pathein,2023,0,0
2023Q2,Riots,Puta-O,2023,0,0
2023Q2,Riots,Pyapon,2023,0,0
2023Q2,Riots,Pyay,2023,0,0
2023Q2,Riots,Pyinoolwin,2023,0,0
2023Q2,Riots,Sagaing,2023,0,0
2023Q2,Riots,Shwebo,2023,0,0
2023Q2,Riots,Sittwe,2023,0,0
2023Q2,Riots,Tachileik,2023,0,0
2023Q2,Riots,Tamu,2023,0,0
2023Q2,Riots,Taunggyi,2023,0,0
2023Q2,Riots,Taungoo,2023,0,0
2023Q2,Riots,Thandwe,2023,0,0
2023Q2,Riots,Thaton,2023,0,0
2023Q2,Riots,Thayarwady,2023,0,0
2023Q2,Riots,Thayet,2023,0,0
2023Q2,Riots,Yamethin,2023,0,0
2023Q2,Riots,Yangon (East),2023,0,0
2023Q2,Riots,Yangon (North),2023,0,0
2023Q2,Riots,Yangon (South),2023,0,0
2023Q2,Riots,Yangon (West),2023,0,0
2023Q2,Riots,Yinmarbin,2023,0,0
2023Q2,Violence against civilians,Bago,2023,7,16
2023Q2,Violence against civilians,Bawlake,2023,3,6
2023Q2,Violence against civilians,Bhamo,2023,0,0
2023Q2,Violence against civilians,Danu Self-Administered Zone,2023,3,0
2023Q2,Violence against civilians,Dawei,2023,33,25
2023Q2,Violence against civilians,Det Khi Na,2023,0,0
2023Q2,Violence against civilians,Falam,2023,3,0
2023Q2,Violence against civilians,Gangaw,2023,7,8
2023Q2,Violence against civilians,Hakha,2023,2,2
2023Q2,Violence against civilians,Hinthada,2023,1,0
2023Q2,Violence against civilians,Hkamti,2023,2,2
2023Q2,Violence against civilians,Hopang,2023,0,0
2023Q2,Violence against civilians,Hpa-An,2023,2,2
2023Q2,Violence against civilians,Hpapun,2023,0,0
2023Q2,Violence against civilians,Kale,2023,2,3
2023Q2,Violence against civilians,Kanbalu,2023,10,14
2023Q2,Violence against civilians,Katha,2023,10,11
2023Q2,Violence against civilians,Kawkareik,2023,2,1
2023Q2,Violence against civilians,Kawlin,2023,5,17
2023Q2,Violence against civilians,Kawthoung,2023,1,2
2023Q2,Violence against civilians,Kengtung,2023,0,0
2023Q2,Violence against civilians,Kokang Self-Administered Zone,2023,1,0
2023Q2,Violence against civilians,Kyaukme,2023,2,0
2023Q2,Violence against civilians,Kyaukpyu,2023,1,0
2023Q2,Violence against civilians,Kyaukse,2023,1,1
2023Q2,Violence against civilians,Labutta,2023,0,0
2023Q2,Violence against civilians,Langkho,2023,0,0
2023Q2,Violence against civilians,Lashio,2023,3,1
2023Q2,Violence against civilians,Loikaw,2023,2,0
2023Q2,Violence against civilians,Loilen,2023,5,3
2023Q2,Violence against civilians,Magway,2023,2,1
2023Q2,Violence against civilians,Mandalay,2023,15,12
2023Q2,Violence against civilians,Matman,2023,0,0
2023Q2,Violence against civilians,Matupi,2023,0,0
2023Q2,Violence against civilians,Maubin,2023,1,0
2023Q2,Violence against civilians,Maungdaw,2023,0,0
2023Q2,Violence against civilians,Mawlaik,2023,0,0
2023Q2,Violence against civilians,Mawlamyine,2023,8,7
2023Q2,Violence against civilians,Meiktila,2023,1,1
2023Q2,Violence against civilians,Minbu,2023,0,0
2023Q2,Violence against civilians,Mindat,2023,1,1
2023Q2,Violence against civilians,Mohnyin,2023,19,17
2023Q2,Violence against civilians,Monghsat,2023,0,0
2023Q2,Violence against civilians,Mongmit,2023,2,0
2023Q2,Violence against civilians,Monywa,2023,18,19
2023Q2,Violence against civilians,Mrauk-U,2023,0,0
2023Q2,Violence against civilians,Muse,2023,11,8
2023Q2,Violence against civilians,Myaungmya,2023,0,0
2023Q2,Violence against civilians,Myawaddy,2023,1,1
2023Q2,Violence against civilians,Myeik,2023,16,14
2023Q2,Violence against civilians,Myingyan,2023,22,17
2023Q2,Violence against civilians,Myitkyina,2023,7,7
2023Q2,Violence against civilians,Naga Self-Administered Zone,2023,0,0
2023Q2,Violence against civilians,Nyaung-U,2023,1,0
2023Q2,Violence against civilians,Oke Ta Ra,2023,0,0
2023Q2,Violence against civilians,Pa-O Self-Administered Zone,2023,3,2
2023Q2,Violence against civilians,Pa Laung Self-Administered Zone,2023,2,0
2023Q2,Violence against civilians,Pakokku,2023,17,21
2023Q2,Violence against civilians,Pathein,2023,3,1
2023Q2,Violence against civilians,Puta-O,2023,0,0
2023Q2,Violence against civilians,Pyapon,2023,0,0
2023Q2,Violence against civilians,Pyay,2023,3,1
2023Q2,Violence against civilians,Pyinoolwin,2023,11,17
2023Q2,Violence against civilians,Sagaing,2023,23,28
2023Q2,Violence against civilians,Shwebo,2023,16,29
2023Q2,Violence against civilians,Sittwe,2023,2,0
2023Q2,Violence against civilians,Tachileik,2023,0,0
2023Q2,Violence against civilians,Tamu,2023,2,2
2023Q2,Violence against civilians,Taunggyi,2023,10,13
2023Q2,Violence against civilians,Taungoo,2023,12,27
2023Q2,Violence against civilians,Thandwe,2023,0,0
2023Q2,Violence against civilians,Thaton,2023,4,2
2023Q2,Violence against civilians,Thayarwady,2023,2,2
2023Q2,Violence against civilians,Thayet,2023,1,1
2023Q2,Violence against civilians,Yamethin,2023,0,0
2023Q2,Violence against civilians,Yangon (East),2023,6,4
2023Q2,Violence against civilians,Yangon (North),2023,4,5
2023Q2,Violence against civilians,Yangon (South),2023,2,4
2023Q2,Violence against civilians,Yangon (West),2023,2,1
2023Q2,Violence against civilians,Yinmarbin,2023,17,17
2023Q3,Battles,Bago,2023,29,212
2023Q3,Battles,Bawlake,2023,15,6
2023Q3,Battles,Bhamo,2023,33,28
2023Q3,Battles,Danu Self-Administered Zone,2023,3,3
2023Q3,Battles,Dawei,2023,29,96
2023Q3,Battles,Det Khi Na,2023,8,50
2023Q3,Battles,Falam,2023,9,37
2023Q3,Battles,Gangaw,2023,21,61
2023Q3,Battles,Hakha,2023,16,110
2023Q3,Battles,Hinthada,2023,1,0
2023Q3,Battles,Hkamti,2023,7,4
2023Q3,Battles,Hopang,2023,0,0
2023Q3,Battles,Hpa-An,2023,6,0
2023Q3,Battles,Hpapun,2023,5,18
2023Q3,Battles,Kale,2023,16,30
2023Q3,Battles,Kanbalu,2023,5,13
2023Q3,Battles,Katha,2023,20,22
2023Q3,Battles,Kawkareik,2023,40,110
2023Q3,Battles,Kawlin,2023,8,16
2023Q3,Battles,Kawthoung,2023,5,7
2023Q3,Battles,Kengtung,2023,0,0
2023Q3,Battles,Kokang Self-Administered Zone,2023,0,0
2023Q3,Battles,Kyaukme,2023,9,48
2023Q3,Battles,Kyaukpyu,2023,1,0
2023Q3,Battles,Kyaukse,2023,3,0
2023Q3,Battles,Labutta,2023,0,0
2023Q3,Battles,Langkho,2023,0,0
2023Q3,Battles,Lashio,2023,15,11
2023Q3,Battles,Loikaw,2023,46,104
2023Q3,Battles,Loilen,2023,2,10
2023Q3,Battles,Magway,2023,3,2
2023Q3,Battles,Mandalay,2023,5,1
2023Q3,Battles,Matman,2023,0,0
2023Q3,Battles,Matupi,2023,7,4
2023Q3,Battles,Maubin,2023,0,0
2023Q3,Battles,Maungdaw,2023,4,5
2023Q3,Battles,Mawlaik,2023,2,0
2023Q3,Battles,Mawlamyine,2023,15,30
2023Q3,Battles,Meiktila,2023,3,4
2023Q3,Battles,Minbu,2023,2,2
2023Q3,Battles,Mindat,2023,18,62
2023Q3,Battles,Mohnyin,2023,21,67
2023Q3,Battles,Monghsat,2023,0,0
2023Q3,Battles,Mongmit,2023,0,0
2023Q3,Battles,Monywa,2023,39,103
2023Q3,Battles,Mrauk-U,2023,0,0
2023Q3,Battles,Muse,2023,69,47
2023Q3,Battles,Myaungmya,2023,0,0
2023Q3,Battles,Myawaddy,2023,28,42
2023Q3,Battles,Myeik,2023,25,30
2023Q3,Battles,Myingyan,2023,11,16
2023Q3,Battles,Myitkyina,2023,43,72
2023Q3,Battles,Naga Self-Administered Zone,2023,1,3
2023Q3,Battles,Nyaung-U,2023,2,7
2023Q3,Battles,Oke Ta Ra,2023,1,0
2023Q3,Battles,Pa-O Self-Administered Zone,2023,1,0
2023Q3,Battles,Pa Laung Self-Administered Zone,2023,0,0
2023Q3,Battles,Pakokku,2023,79,154
2023Q3,Battles,Pathein,2023,1,0
2023Q3,Battles,Puta-O,2023,1,12
2023Q3,Battles,Pyapon,2023,1,1
2023Q3,Battles,Pyay,2023,6,9
2023Q3,Battles,Pyinoolwin,2023,45,106
2023Q3,Battles,Sagaing,2023,25,86
2023Q3,Battles,Shwebo,2023,54,166
2023Q3,Battles,Sittwe,2023,2,4
2023Q3,Battles,Tachileik,2023,0,0
2023Q3,Battles,Tamu,2023,16,14
2023Q3,Battles,Taunggyi,2023,13,20
2023Q3,Battles,Taungoo,2023,26,78
2023Q3,Battles,Thandwe,2023,0,0
2023Q3,Battles,Thaton,2023,33,49
2023Q3,Battles,Thayarwady,2023,15,42
2023Q3,Battles,Thayet,2023,5,43
2023Q3,Battles,Yamethin,2023,0,0
2023Q3,Battles,Yangon (East),2023,2,1
2023Q3,Battles,Yangon (North),2023,1,1
2023Q3,Battles,Yangon (South),2023,1,2
2023Q3,Battles,Yangon (West),2023,0,0
2023Q3,Battles,Yinmarbin,2023,68,145
2023Q3,Explosions/Remote violence,Bago,2023,39,10
2023Q3,Explosions/Remote violence,Bawlake,2023,10,1
2023Q3,Explosions/Remote violence,Bhamo,2023,32,8
2023Q3,Explosions/Remote violence,Danu Self-Administered Zone,2023,0,0
2023Q3,Explosions/Remote violence,Dawei,2023,9,16
2023Q3,Explosions/Remote violence,Det Khi Na,2023,4,8
2023Q3,Explosions/Remote violence,Falam,2023,5,1
2023Q3,Explosions/Remote violence,Gangaw,2023,19,19
2023Q3,Explosions/Remote violence,Hakha,2023,4,1
2023Q3,Explosions/Remote violence,Hinthada,2023,0,0
2023Q3,Explosions/Remote violence,Hkamti,2023,0,0
2023Q3,Explosions/Remote violence,Hopang,2023,0,0
2023Q3,Explosions/Remote violence,Hpa-An,2023,9,4
2023Q3,Explosions/Remote violence,Hpapun,2023,5,5
2023Q3,Explosions/Remote violence,Kale,2023,33,21
2023Q3,Explosions/Remote violence,Kanbalu,2023,6,2
2023Q3,Explosions/Remote violence,Katha,2023,13,8
2023Q3,Explosions/Remote violence,Kawkareik,2023,27,18
2023Q3,Explosions/Remote violence,Kawlin,2023,3,1
2023Q3,Explosions/Remote violence,Kawthoung,2023,1,1
2023Q3,Explosions/Remote violence,Kengtung,2023,0,0
2023Q3,Explosions/Remote violence,Kokang Self-Administered Zone,2023,0,0
2023Q3,Explosions/Remote violence,Kyaukme,2023,2,12
2023Q3,Explosions/Remote violence,Kyaukpyu,2023,0,0
2023Q3,Explosions/Remote violence,Kyaukse,2023,1,1
2023Q3,Explosions/Remote violence,Labutta,2023,0,0
2023Q3,Explosions/Remote violence,Langkho,2023,1,1
2023Q3,Explosions/Remote violence,Lashio,2023,11,5
2023Q3,Explosions/Remote violence,Loikaw,2023,17,6
2023Q3,Explosions/Remote violence,Loilen,2023,2,3
2023Q3,Explosions/Remote violence,Magway,2023,8,18
2023Q3,Explosions/Remote violence,Mandalay,2023,9,0
2023Q3,Explosions/Remote violence,Matman,2023,0,0
2023Q3,Explosions/Remote violence,Matupi,2023,1,1
2023Q3,Explosions/Remote violence,Maubin,2023,0,0
2023Q3,Explosions/Remote violence,Maungdaw,2023,0,0
2023Q3,Explosions/Remote violence,Mawlaik,2023,2,0
2023Q3,Explosions/Remote violence,Mawlamyine,2023,9,7
2023Q3,Explosions/Remote violence,Meiktila,2023,1,0
2023Q3,Explosions/Remote violence,Minbu,2023,1,0
2023Q3,Explosions/Remote violence,Mindat,2023,7,7
2023Q3,Explosions/Remote violence,Mohnyin,2023,12,8
2023Q3,Explosions/Remote violence,Monghsat,2023,0,0
2023Q3,Explosions/Remote violence,Mongmit,2023,0,0
2023Q3,Explosions/Remote violence,Monywa,2023,25,55
2023Q3,Explosions/Remote violence,Mrauk-U,2023,0,0
2023Q3,Explosions/Remote violence,Muse,2023,46,17
2023Q3,Explosions/Remote violence,Myaungmya,2023,0,0
2023Q3,Explosions/Remote violence,Myawaddy,2023,6,11
2023Q3,Explosions/Remote violence,Myeik,2023,42,18
2023Q3,Explosions/Remote violence,Myingyan,2023,11,34
2023Q3,Explosions/Remote violence,Myitkyina,2023,19,1
2023Q3,Explosions/Remote violence,Naga Self-Administered Zone,2023,0,0
2023Q3,Explosions/Remote violence,Nyaung-U,2023,2,2
2023Q3,Explosions/Remote violence,Oke Ta Ra,2023,0,0
2023Q3,Explosions/Remote violence,Pa-O Self-Administered Zone,2023,0,0
2023Q3,Explosions/Remote violence,Pa Laung Self-Administered Zone,2023,0,0
2023Q3,Explosions/Remote violence,Pakokku,2023,59,41
2023Q3,Explosions/Remote violence,Pathein,2023,0,0
2023Q3,Explosions/Remote violence,Puta-O,2023,0,0
2023Q3,Explosions/Remote violence,Pyapon,2023,0,0
2023Q3,Explosions/Remote violence,Pyay,2023,2,0
2023Q3,Explosions/Remote violence,Pyinoolwin,2023,42,37
2023Q3,Explosions/Remote violence,Sagaing,2023,34,49
2023Q3,Explosions/Remote violence,Shwebo,2023,56,51
2023Q3,Explosions/Remote violence,Sittwe,2023,0,0
2023Q3,Explosions/Remote violence,Tachileik,2023,0,0
2023Q3,Explosions/Remote violence,Tamu,2023,4,2
2023Q3,Explosions/Remote violence,Taunggyi,2023,6,1
