quarter,event_type,DT,year,Incidents,Fatalities
20211,Battles,Bago,2021,1,6
20211,Battles,Bawlake,2021,0,0
20211,Battles,Bhamo,2021,5,5
20211,Battles,Danu Self-Administered Zone,2021,0,0
20211,Battles,Dawei,2021,1,2
20211,Battles,Det Khi Na,2021,0,0
20211,Battles,Falam,2021,0,0
20211,Battles,Gangaw,2021,3,6
20211,Battles,Hakha,2021,0,0
20211,Battles,Hinthada,2021,0,0
20211,Battles,Hkamti,2021,0,0
20211,Battles,Hopang,2021,0,0
20211,Battles,Hpa-An,2021,1,5
20211,Battles,Hpapun,2021,6,12
20211,Battles,Kale,2021,2,7
20211,Battles,Kanbalu,2021,0,0
20211,Battles,Katha,2021,0,0
20211,Battles,Kawkareik,2021,3,3
20211,Battles,Kawlin,2021,0,0
20211,Battles,Kawthoung,2021,0,0
20211,Battles,Kengtung,2021,0,0
20211,Battles,Kokang Self-Administered Zone,2021,0,0
20211,Battles,Kyaukme,2021,40,19
20211,Battles,Kyaukpyu,2021,0,0
20211,Battles,Kyaukse,2021,0,0
20211,Battles,Labutta,2021,0,0
20211,Battles,Langkho,2021,2,3
20211,Battles,Lashio,2021,3,9
20211,Battles,Loikaw,2021,0,0
20211,Battles,Loilen,2021,1,0
20211,Battles,Magway,2021,0,0
20211,Battles,Mandalay,2021,0,0
20211,Battles,Matman,2021,0,0
20211,Battles,Matupi,2021,0,0
20211,Battles,Maubin,2021,0,0
20211,Battles,Maungdaw,2021,1,3
20211,Battles,Mawlaik,2021,0,0
20211,Battles,Mawlamyine,2021,0,0
20211,Battles,Meiktila,2021,0,0
20211,Battles,Minbu,2021,0,0
20211,Battles,Mindat,2021,0,0
20211,Battles,Mohnyin,2021,20,81
20211,Battles,Monghsat,2021,0,0
20211,Battles,Mongmit,2021,0,0
20211,Battles,Monywa,2021,1,2
20211,Battles,Mrauk-U,2021,0,0
20211,Battles,Muse,2021,27,5
20211,Battles,Myaungmya,2021,0,0
20211,Battles,Myawaddy,2021,1,3
20211,Battles,Myeik,2021,0,0
20211,Battles,Myingyan,2021,0,0
20211,Battles,Myitkyina,2021,11,0
20211,Battles,Naga Self-Administered Zone,2021,0,0
20211,Battles,Nyaung-U,2021,1,1
20211,Battles,Oke Ta Ra,2021,0,0
20211,Battles,Pa-O Self-Administered Zone,2021,0,0
20211,Battles,Pa Laung Self-Administered Zone,2021,3,1
20211,Battles,Pakokku,2021,0,0
20211,Battles,Pathein,2021,0,0
20211,Battles,Puta-O,2021,1,3
20211,Battles,Pyapon,2021,0,0
20211,Battles,Pyay,2021,0,0
20211,Battles,Pyinoolwin,2021,0,0
20211,Battles,Sagaing,2021,0,0
20211,Battles,Shwebo,2021,0,0
20211,Battles,Sittwe,2021,0,0
20211,Battles,Tachileik,2021,0,0
20211,Battles,Tamu,2021,1,4
20211,Battles,Taunggyi,2021,2,8
20211,Battles,Taungoo,2021,8,30
20211,Battles,Thandwe,2021,0,0
20211,Battles,Thaton,2021,4,0
20211,Battles,Thayarwady,2021,0,0
20211,Battles,Thayet,2021,0,0
20211,Battles,Yamethin,2021,0,0
20211,Battles,Yangon (East),2021,0,0
20211,Battles,Yangon (North),2021,0,0
20211,Battles,Yangon (South),2021,0,0
20211,Battles,Yangon (West),2021,0,0
20211,Battles,Yinmarbin,2021,0,0
20211,Explosions/Remote violence,Bago,2021,3,11
20211,Explosions/Remote violence,Bawlake,2021,0,0
20211,Explosions/Remote violence,Bhamo,2021,3,2
20211,Explosions/Remote violence,Danu Self-Administered Zone,2021,0,0
20211,Explosions/Remote violence,Dawei,2021,0,0
20211,Explosions/Remote violence,Det Khi Na,2021,0,0
20211,Explosions/Remote violence,Falam,2021,0,0
20211,Explosions/Remote violence,Gangaw,2021,0,0
20211,Explosions/Remote violence,Hakha,2021,0,0
20211,Explosions/Remote violence,Hinthada,2021,0,0
20211,Explosions/Remote violence,Hkamti,2021,0,0
20211,Explosions/Remote violence,Hopang,2021,0,0
20211,Explosions/Remote violence,Hpa-An,2021,2,0
20211,Explosions/Remote violence,Hpapun,2021,13,8
20211,Explosions/Remote violence,Kale,2021,0,0
20211,Explosions/Remote violence,Kanbalu,2021,0,0
20211,Explosions/Remote violence,Katha,2021,2,0
20211,Explosions/Remote violence,Kawkareik,2021,3,0
20211,Explosions/Remote violence,Kawlin,2021,0,0
20211,Explosions/Remote violence,Kawthoung,2021,0,0
20211,Explosions/Remote violence,Kengtung,2021,0,0
20211,Explosions/Remote violence,Kokang Self-Administered Zone,2021,0,0
20211,Explosions/Remote violence,Kyaukme,2021,5,2
20211,Explosions/Remote violence,Kyaukpyu,2021,2,0
20211,Explosions/Remote violence,Kyaukse,2021,0,0
20211,Explosions/Remote violence,Labutta,2021,0,0
20211,Explosions/Remote violence,Langkho,2021,1,1
20211,Explosions/Remote violence,Lashio,2021,4,0
20211,Explosions/Remote violence,Loikaw,2021,0,0
20211,Explosions/Remote violence,Loilen,2021,0,0
20211,Explosions/Remote violence,Magway,2021,0,0
20211,Explosions/Remote violence,Mandalay,2021,0,0
20211,Explosions/Remote violence,Matman,2021,0,0
20211,Explosions/Remote violence,Matupi,2021,1,0
20211,Explosions/Remote violence,Maubin,2021,0,0
20211,Explosions/Remote violence,Maungdaw,2021,2,1
20211,Explosions/Remote violence,Mawlaik,2021,0,0
20211,Explosions/Remote violence,Mawlamyine,2021,0,0
20211,Explosions/Remote violence,Meiktila,2021,0,0
20211,Explosions/Remote violence,Minbu,2021,0,0
20211,Explosions/Remote violence,Mindat,2021,0,0
20211,Explosions/Remote violence,Mohnyin,2021,10,0
20211,Explosions/Remote violence,Monghsat,2021,0,0
20211,Explosions/Remote violence,Mongmit,2021,0,0
20211,Explosions/Remote violence,Monywa,2021,0,0
20211,Explosions/Remote violence,Mrauk-U,2021,3,2
20211,Explosions/Remote violence,Muse,2021,2,1
20211,Explosions/Remote violence,Myaungmya,2021,0,0
20211,Explosions/Remote violence,Myawaddy,2021,1,0
20211,Explosions/Remote violence,Myeik,2021,0,0
20211,Explosions/Remote violence,Myingyan,2021,0,0
20211,Explosions/Remote violence,Myitkyina,2021,7,0
20211,Explosions/Remote violence,Naga Self-Administered Zone,2021,0,0
20211,Explosions/Remote violence,Nyaung-U,2021,0,0
20211,Explosions/Remote violence,Oke Ta Ra,2021,0,0
20211,Explosions/Remote violence,Pa-O Self-Administered Zone,2021,0,0
20211,Explosions/Remote violence,Pa Laung Self-Administered Zone,2021,1,5
20211,Explosions/Remote violence,Pakokku,2021,0,0
20211,Explosions/Remote violence,Pathein,2021,0,0
20211,Explosions/Remote violence,Puta-O,2021,0,0
20211,Explosions/Remote violence,Pyapon,2021,0,0
20211,Explosions/Remote violence,Pyay,2021,0,0
20211,Explosions/Remote violence,Pyinoolwin,2021,0,0
20211,Explosions/Remote violence,Sagaing,2021,0,0
20211,Explosions/Remote violence,Shwebo,2021,0,0
20211,Explosions/Remote violence,Sittwe,2021,1,0
20211,Explosions/Remote violence,Tachileik,2021,0,0
20211,Explosions/Remote violence,Tamu,2021,0,0
20211,Explosions/Remote violence,Taunggyi,2021,0,0
20211,Explosions/Remote violence,Taungoo,2021,4,0
20211,Explosions/Remote violence,Thandwe,2021,0,0
20211,Explosions/Remote violence,Thaton,2021,2,0
20211,Explosions/Remote violence,Thayarwady,2021,0,0
20211,Explosions/Remote violence,Thayet,2021,0,0
20211,Explosions/Remote violence,Yamethin,2021,0,0
20211,Explosions/Remote violence,Yangon (East),2021,1,1
20211,Explosions/Remote violence,Yangon (North),2021,0,0
20211,Explosions/Remote violence,Yangon (South),2021,0,0
20211,Explosions/Remote violence,Yangon (West),2021,2,0
20211,Explosions/Remote violence,Yinmarbin,2021,0,0
20211,Protests,Bago,2021,59,10
20211,Protests,Bawlake,2021,4,0
20211,Protests,Bhamo,2021,33,2
20211,Protests,Danu Self-Administered Zone,2021,1,0
20211,Protests,Dawei,2021,50,6
20211,Protests,Det Khi Na,2021,38,0
20211,Protests,Falam,2021,47,0
20211,Protests,Gangaw,2021,8,2
20211,Protests,Hakha,2021,67,0
20211,Protests,Hinthada,2021,31,0
20211,Protests,Hkamti,2021,10,0
20211,Protests,Hopang,2021,3,0
20211,Protests,Hpa-An,2021,42,0
20211,Protests,Hpapun,2021,6,0
20211,Protests,Kale,2021,31,5
20211,Protests,Kanbalu,2021,5,0
20211,Protests,Katha,2021,23,0
20211,Protests,Kawkareik,2021,33,0
20211,Protests,Kawlin,2021,29,0
20211,Protests,Kawthoung,2021,12,9
20211,Protests,Kengtung,2021,12,0
20211,Protests,Kokang Self-Administered Zone,2021,0,0
20211,Protests,Kyaukme,2021,79,0
20211,Protests,Kyaukpyu,2021,10,0
20211,Protests,Kyaukse,2021,39,1
20211,Protests,Labutta,2021,35,0
20211,Protests,Langkho,2021,1,0
20211,Protests,Lashio,2021,69,4
20211,Protests,Loikaw,2021,46,1
20211,Protests,Loilen,2021,12,0
20211,Protests,Magway,2021,87,1
20211,Protests,Mandalay,2021,97,53
20211,Protests,Matman,2021,0,0
20211,Protests,Matupi,2021,27,0
20211,Protests,Maubin,2021,10,0
20211,Protests,Maungdaw,2021,0,0
20211,Protests,Mawlaik,2021,2,0
20211,Protests,Mawlamyine,2021,91,6
20211,Protests,Meiktila,2021,57,6
20211,Protests,Minbu,2021,22,1
20211,Protests,Mindat,2021,41,0
20211,Protests,Mohnyin,2021,82,6
20211,Protests,Monghsat,2021,3,0
20211,Protests,Mongmit,2021,5,0
20211,Protests,Monywa,2021,72,19
20211,Protests,Mrauk-U,2021,1,0
20211,Protests,Muse,2021,73,4
20211,Protests,Myaungmya,2021,7,0
20211,Protests,Myawaddy,2021,29,0
20211,Protests,Myeik,2021,23,11
20211,Protests,Myingyan,2021,24,21
20211,Protests,Myitkyina,2021,72,2
20211,Protests,Naga Self-Administered Zone,2021,3,0
20211,Protests,Nyaung-U,2021,23,5
20211,Protests,Oke Ta Ra,2021,8,0
20211,Protests,Pa-O Self-Administered Zone,2021,2,0
20211,Protests,Pa Laung Self-Administered Zone,2021,18,0
20211,Protests,Pakokku,2021,51,11
20211,Protests,Pathein,2021,49,7
20211,Protests,Puta-O,2021,24,0
20211,Protests,Pyapon,2021,9,1
20211,Protests,Pyay,2021,13,2
20211,Protests,Pyinoolwin,2021,53,11
20211,Protests,Sagaing,2021,32,2
20211,Protests,Shwebo,2021,61,6
20211,Protests,Sittwe,2021,4,0
20211,Protests,Tachileik,2021,16,0
20211,Protests,Tamu,2021,5,0
20211,Protests,Taunggyi,2021,53,13
20211,Protests,Taungoo,2021,72,2
20211,Protests,Thandwe,2021,30,0
20211,Protests,Thaton,2021,35,2
20211,Protests,Thayarwady,2021,54,2
20211,Protests,Thayet,2021,20,1
20211,Protests,Yamethin,2021,1,0
20211,Protests,Yangon (East),2021,166,67
20211,Protests,Yangon (North),2021,156,15
20211,Protests,Yangon (South),2021,49,10
20211,Protests,Yangon (West),2021,189,9
20211,Protests,Yinmarbin,2021,37,1
20211,Riots,Bago,2021,3,5
20211,Riots,Bawlake,2021,0,0
20211,Riots,Bhamo,2021,0,0
20211,Riots,Danu Self-Administered Zone,2021,0,0
20211,Riots,Dawei,2021,1,0
20211,Riots,Det Khi Na,2021,1,1
20211,Riots,Falam,2021,0,0
20211,Riots,Gangaw,2021,0,0
20211,Riots,Hakha,2021,0,0
20211,Riots,Hinthada,2021,0,0
20211,Riots,Hkamti,2021,0,0
20211,Riots,Hopang,2021,0,0
20211,Riots,Hpa-An,2021,0,0
20211,Riots,Hpapun,2021,0,0
20211,Riots,Kale,2021,2,6
20211,Riots,Kanbalu,2021,0,0
20211,Riots,Katha,2021,0,0
20211,Riots,Kawkareik,2021,0,0
20211,Riots,Kawlin,2021,1,1
20211,Riots,Kawthoung,2021,0,0
20211,Riots,Kengtung,2021,0,0
20211,Riots,Kokang Self-Administered Zone,2021,0,0
20211,Riots,Kyaukme,2021,0,0
20211,Riots,Kyaukpyu,2021,0,0
20211,Riots,Kyaukse,2021,0,0
20211,Riots,Labutta,2021,0,0
20211,Riots,Langkho,2021,0,0
20211,Riots,Lashio,2021,0,0
20211,Riots,Loikaw,2021,1,0
20211,Riots,Loilen,2021,0,0
20211,Riots,Magway,2021,1,0
20211,Riots,Mandalay,2021,5,14
20211,Riots,Matman,2021,0,0
20211,Riots,Matupi,2021,0,0
20211,Riots,Maubin,2021,0,0
20211,Riots,Maungdaw,2021,0,0
20211,Riots,Mawlaik,2021,0,0
20211,Riots,Mawlamyine,2021,3,1
20211,Riots,Meiktila,2021,2,0
20211,Riots,Minbu,2021,3,4
20211,Riots,Mindat,2021,0,0
20211,Riots,Mohnyin,2021,0,0
20211,Riots,Monghsat,2021,0,0
20211,Riots,Mongmit,2021,0,0
20211,Riots,Monywa,2021,1,2
20211,Riots,Mrauk-U,2021,0,0
20211,Riots,Muse,2021,2,1
20211,Riots,Myaungmya,2021,0,0
20211,Riots,Myawaddy,2021,0,0
20211,Riots,Myeik,2021,2,1
20211,Riots,Myingyan,2021,0,0
20211,Riots,Myitkyina,2021,1,1
20211,Riots,Naga Self-Administered Zone,2021,0,0
20211,Riots,Nyaung-U,2021,0,0
20211,Riots,Oke Ta Ra,2021,0,0
20211,Riots,Pa-O Self-Administered Zone,2021,0,0
20211,Riots,Pa Laung Self-Administered Zone,2021,0,0
20211,Riots,Pakokku,2021,1,0
20211,Riots,Pathein,2021,3,0
20211,Riots,Puta-O,2021,0,0
20211,Riots,Pyapon,2021,0,0
20211,Riots,Pyay,2021,0,0
20211,Riots,Pyinoolwin,2021,1,0
20211,Riots,Sagaing,2021,0,0
20211,Riots,Shwebo,2021,2,2
20211,Riots,Sittwe,2021,0,0
20211,Riots,Tachileik,2021,0,0
20211,Riots,Tamu,2021,0,0
20211,Riots,Taunggyi,2021,3,4
20211,Riots,Taungoo,2021,0,0
20211,Riots,Thandwe,2021,0,0
20211,Riots,Thaton,2021,0,0
20211,Riots,Thayarwady,2021,0,0
20211,Riots,Thayet,2021,0,0
20211,Riots,Yamethin,2021,0,0
20211,Riots,Yangon (East),2021,19,20
20211,Riots,Yangon (North),2021,13,54
20211,Riots,Yangon (South),2021,1,0
20211,Riots,Yangon (West),2021,19,3
20211,Riots,Yinmarbin,2021,0,0
20211,Violence against civilians,Bago,2021,7,7
20211,Violence against civilians,Bawlake,2021,0,0
20211,Violence against civilians,Bhamo,2021,1,0
20211,Violence against civilians,Danu Self-Administered Zone,2021,0,0
20211,Violence against civilians,Dawei,2021,6,4
20211,Violence against civilians,Det Khi Na,2021,2,1
20211,Violence against civilians,Falam,2021,0,0
20211,Violence against civilians,Gangaw,2021,1,0
20211,Violence against civilians,Hakha,2021,0,0
20211,Violence against civilians,Hinthada,2021,1,0
20211,Violence against civilians,Hkamti,2021,1,0
20211,Violence against civilians,Hopang,2021,0,0
20211,Violence against civilians,Hpa-An,2021,1,0
20211,Violence against civilians,Hpapun,2021,0,0
20211,Violence against civilians,Kale,2021,1,0
20211,Violence against civilians,Kanbalu,2021,0,0
20211,Violence against civilians,Katha,2021,0,0
20211,Violence against civilians,Kawkareik,2021,1,0
20211,Violence against civilians,Kawlin,2021,0,0
20211,Violence against civilians,Kawthoung,2021,0,0
20211,Violence against civilians,Kengtung,2021,0,0
20211,Violence against civilians,Kokang Self-Administered Zone,2021,0,0
20211,Violence against civilians,Kyaukme,2021,15,4
20211,Violence against civilians,Kyaukpyu,2021,0,0
20211,Violence against civilians,Kyaukse,2021,2,0
20211,Violence against civilians,Labutta,2021,0,0
20211,Violence against civilians,Langkho,2021,0,0
20211,Violence against civilians,Lashio,2021,1,1
20211,Violence against civilians,Loikaw,2021,0,0
20211,Violence against civilians,Loilen,2021,0,0
20211,Violence against civilians,Magway,2021,1,1
20211,Violence against civilians,Mandalay,2021,10,16
20211,Violence against civilians,Matman,2021,0,0
20211,Violence against civilians,Matupi,2021,1,0
20211,Violence against civilians,Maubin,2021,0,0
20211,Violence against civilians,Maungdaw,2021,4,1
20211,Violence against civilians,Mawlaik,2021,0,0
20211,Violence against civilians,Mawlamyine,2021,4,2
20211,Violence against civilians,Meiktila,2021,1,2
20211,Violence against civilians,Minbu,2021,1,1
20211,Violence against civilians,Mindat,2021,0,0
20211,Violence against civilians,Mohnyin,2021,1,1
20211,Violence against civilians,Monghsat,2021,0,0
20211,Violence against civilians,Mongmit,2021,0,0
20211,Violence against civilians,Monywa,2021,4,2
20211,Violence against civilians,Mrauk-U,2021,0,0
20211,Violence against civilians,Muse,2021,5,2
20211,Violence against civilians,Myaungmya,2021,0,0
20211,Violence against civilians,Myawaddy,2021,0,0
20211,Violence against civilians,Myeik,2021,3,0
20211,Violence against civilians,Myingyan,2021,1,2
20211,Violence against civilians,Myitkyina,2021,4,0
20211,Violence against civilians,Naga Self-Administered Zone,2021,0,0
20211,Violence against civilians,Nyaung-U,2021,4,1
20211,Violence against civilians,Oke Ta Ra,2021,0,0
20211,Violence against civilians,Pa-O Self-Administered Zone,2021,0,0
20211,Violence against civilians,Pa Laung Self-Administered Zone,2021,1,0
20211,Violence against civilians,Pakokku,2021,1,2
20211,Violence against civilians,Pathein,2021,2,3
20211,Violence against civilians,Puta-O,2021,0,0
20211,Violence against civilians,Pyapon,2021,0,0
20211,Violence against civilians,Pyay,2021,2,0
20211,Violence against civilians,Pyinoolwin,2021,9,7
20211,Violence against civilians,Sagaing,2021,0,0
20211,Violence against civilians,Shwebo,2021,0,0
20211,Violence against civilians,Sittwe,2021,2,1
20211,Violence against civilians,Tachileik,2021,0,0
20211,Violence against civilians,Tamu,2021,2,2
20211,Violence against civilians,Taunggyi,2021,2,0
20211,Violence against civilians,Taungoo,2021,2,3
20211,Violence against civilians,Thandwe,2021,0,0
20211,Violence against civilians,Thaton,2021,1,1
20211,Violence against civilians,Thayarwady,2021,0,0
20211,Violence against civilians,Thayet,2021,0,0
20211,Violence against civilians,Yamethin,2021,0,0
20211,Violence against civilians,Yangon (East),2021,17,11
20211,Violence against civilians,Yangon (North),2021,10,7
20211,Violence against civilians,Yangon (South),2021,3,3
20211,Violence against civilians,Yangon (West),2021,10,5
20211,Violence against civilians,Yinmarbin,2021,0,0
20212,Battles,Bago,2021,1,0
20212,Battles,Bawlake,2021,4,0
20212,Battles,Bhamo,2021,126,77
20212,Battles,Danu Self-Administered Zone,2021,0,0
20212,Battles,Dawei,2021,2,5
20212,Battles,Det Khi Na,2021,0,0
20212,Battles,Falam,2021,5,25
20212,Battles,Gangaw,2021,11,31
20212,Battles,Hakha,2021,17,84
20212,Battles,Hinthada,2021,0,0
20212,Battles,Hkamti,2021,7,10
20212,Battles,Hopang,2021,0,0
20212,Battles,Hpa-An,2021,5,8
20212,Battles,Hpapun,2021,22,77
20212,Battles,Kale,2021,18,35
20212,Battles,Kanbalu,2021,1,1
20212,Battles,Katha,2021,10,56
20212,Battles,Kawkareik,2021,3,0
20212,Battles,Kawlin,2021,1,1
20212,Battles,Kawthoung,2021,0,0
20212,Battles,Kengtung,2021,0,0
20212,Battles,Kokang Self-Administered Zone,2021,0,0
20212,Battles,Kyaukme,2021,27,2
20212,Battles,Kyaukpyu,2021,0,0
20212,Battles,Kyaukse,2021,3,7
20212,Battles,Labutta,2021,0,0
20212,Battles,Langkho,2021,1,0
20212,Battles,Lashio,2021,11,14
20212,Battles,Loikaw,2021,41,138
20212,Battles,Loilen,2021,19,3
20212,Battles,Magway,2021,1,1
20212,Battles,Mandalay,2021,4,13
20212,Battles,Matman,2021,0,0
20212,Battles,Matupi,2021,0,0
20212,Battles,Maubin,2021,0,0
20212,Battles,Maungdaw,2021,1,1
20212,Battles,Mawlaik,2021,0,0
20212,Battles,Mawlamyine,2021,1,6
20212,Battles,Meiktila,2021,1,1
20212,Battles,Minbu,2021,0,0
20212,Battles,Mindat,2021,29,126
20212,Battles,Mohnyin,2021,32,31
20212,Battles,Monghsat,2021,0,0
20212,Battles,Mongmit,2021,0,0
20212,Battles,Monywa,2021,2,0
20212,Battles,Mrauk-U,2021,0,0
20212,Battles,Muse,2021,59,33
20212,Battles,Myaungmya,2021,0,0
20212,Battles,Myawaddy,2021,4,32
20212,Battles,Myeik,2021,0,0
20212,Battles,Myingyan,2021,10,21
20212,Battles,Myitkyina,2021,51,9
20212,Battles,Naga Self-Administered Zone,2021,0,0
20212,Battles,Nyaung-U,2021,0,0
20212,Battles,Oke Ta Ra,2021,0,0
20212,Battles,Pa-O Self-Administered Zone,2021,0,0
20212,Battles,Pa Laung Self-Administered Zone,2021,7,0
20212,Battles,Pakokku,2021,4,49
20212,Battles,Pathein,2021,3,6
20212,Battles,Puta-O,2021,17,19
20212,Battles,Pyapon,2021,0,0
20212,Battles,Pyay,2021,0,0
20212,Battles,Pyinoolwin,2021,7,15
20212,Battles,Sagaing,2021,6,25
20212,Battles,Shwebo,2021,7,11
20212,Battles,Sittwe,2021,0,0
20212,Battles,Tachileik,2021,1,1
20212,Battles,Tamu,2021,5,50
20212,Battles,Taunggyi,2021,8,46
20212,Battles,Taungoo,2021,2,0
20212,Battles,Thandwe,2021,0,0
20212,Battles,Thaton,2021,11,14
20212,Battles,Thayarwady,2021,0,0
20212,Battles,Thayet,2021,1,0
20212,Battles,Yamethin,2021,0,0
20212,Battles,Yangon (East),2021,4,3
20212,Battles,Yangon (North),2021,1,0
20212,Battles,Yangon (South),2021,0,0
20212,Battles,Yangon (West),2021,1,1
20212,Battles,Yinmarbin,2021,33,190
20212,Explosions/Remote violence,Bago,2021,9,1
20212,Explosions/Remote violence,Bawlake,2021,0,0
20212,Explosions/Remote violence,Bhamo,2021,94,50
20212,Explosions/Remote violence,Danu Self-Administered Zone,2021,0,0
20212,Explosions/Remote violence,Dawei,2021,2,0
20212,Explosions/Remote violence,Det Khi Na,2021,3,0
20212,Explosions/Remote violence,Falam,2021,4,1
20212,Explosions/Remote violence,Gangaw,2021,4,0
20212,Explosions/Remote violence,Hakha,2021,3,3
20212,Explosions/Remote violence,Hinthada,2021,3,0
20212,Explosions/Remote violence,Hkamti,2021,0,0
20212,Explosions/Remote violence,Hopang,2021,0,0
20212,Explosions/Remote violence,Hpa-An,2021,6,1
20212,Explosions/Remote violence,Hpapun,2021,21,5
20212,Explosions/Remote violence,Kale,2021,10,2
20212,Explosions/Remote violence,Kanbalu,2021,1,0
20212,Explosions/Remote violence,Katha,2021,6,0
20212,Explosions/Remote violence,Kawkareik,2021,10,0
20212,Explosions/Remote violence,Kawlin,2021,2,0
20212,Explosions/Remote violence,Kawthoung,2021,0,0
20212,Explosions/Remote violence,Kengtung,2021,3,0
20212,Explosions/Remote violence,Kokang Self-Administered Zone,2021,0,0
20212,Explosions/Remote violence,Kyaukme,2021,16,6
20212,Explosions/Remote violence,Kyaukpyu,2021,3,0
20212,Explosions/Remote violence,Kyaukse,2021,1,0
20212,Explosions/Remote violence,Labutta,2021,0,0
20212,Explosions/Remote violence,Langkho,2021,0,0
20212,Explosions/Remote violence,Lashio,2021,10,1
20212,Explosions/Remote violence,Loikaw,2021,23,17
20212,Explosions/Remote violence,Loilen,2021,1,0
20212,Explosions/Remote violence,Magway,2021,12,0
20212,Explosions/Remote violence,Mandalay,2021,41,3
20212,Explosions/Remote violence,Matman,2021,0,0
20212,Explosions/Remote violence,Matupi,2021,4,0
20212,Explosions/Remote violence,Maubin,2021,5,0
20212,Explosions/Remote violence,Maungdaw,2021,1,0
20212,Explosions/Remote violence,Mawlaik,2021,0,0
20212,Explosions/Remote violence,Mawlamyine,2021,17,0
20212,Explosions/Remote violence,Meiktila,2021,3,1
20212,Explosions/Remote violence,Minbu,2021,9,0
20212,Explosions/Remote violence,Mindat,2021,2,1
20212,Explosions/Remote violence,Mohnyin,2021,27,5
20212,Explosions/Remote violence,Monghsat,2021,0,0
20212,Explosions/Remote violence,Mongmit,2021,0,0
20212,Explosions/Remote violence,Monywa,2021,6,2
20212,Explosions/Remote violence,Mrauk-U,2021,2,3
20212,Explosions/Remote violence,Muse,2021,17,1
20212,Explosions/Remote violence,Myaungmya,2021,3,0
20212,Explosions/Remote violence,Myawaddy,2021,9,0
20212,Explosions/Remote violence,Myeik,2021,1,0
20212,Explosions/Remote violence,Myingyan,2021,13,0
20212,Explosions/Remote violence,Myitkyina,2021,35,3
20212,Explosions/Remote violence,Naga Self-Administered Zone,2021,0,0
20212,Explosions/Remote violence,Nyaung-U,2021,4,0
20212,Explosions/Remote violence,Oke Ta Ra,2021,0,0
20212,Explosions/Remote violence,Pa-O Self-Administered Zone,2021,1,0
20212,Explosions/Remote violence,Pa Laung Self-Administered Zone,2021,3,4
20212,Explosions/Remote violence,Pakokku,2021,11,9
20212,Explosions/Remote violence,Pathein,2021,20,0
20212,Explosions/Remote violence,Puta-O,2021,2,0
20212,Explosions/Remote violence,Pyapon,2021,8,0
20212,Explosions/Remote violence,Pyay,2021,10,5
20212,Explosions/Remote violence,Pyinoolwin,2021,12,0
20212,Explosions/Remote violence,Sagaing,2021,7,1
20212,Explosions/Remote violence,Shwebo,2021,15,2
20212,Explosions/Remote violence,Sittwe,2021,1,4
20212,Explosions/Remote violence,Tachileik,2021,7,0
20212,Explosions/Remote violence,Tamu,2021,0,0
20212,Explosions/Remote violence,Taunggyi,2021,14,3
20212,Explosions/Remote violence,Taungoo,2021,9,1
20212,Explosions/Remote violence,Thandwe,2021,0,0
20212,Explosions/Remote violence,Thaton,2021,13,4
20212,Explosions/Remote violence,Thayarwady,2021,5,3
20212,Explosions/Remote violence,Thayet,2021,2,0
20212,Explosions/Remote violence,Yamethin,2021,0,0
20212,Explosions/Remote violence,Yangon (East),2021,72,7
20212,Explosions/Remote violence,Yangon (North),2021,37,0
20212,Explosions/Remote violence,Yangon (South),2021,7,0
20212,Explosions/Remote violence,Yangon (West),2021,51,1
20212,Explosions/Remote violence,Yinmarbin,2021,9,9
20212,Protests,Bago,2021,22,2
20212,Protests,Bawlake,2021,0,0
20212,Protests,Bhamo,2021,4,0
20212,Protests,Danu Self-Administered Zone,2021,2,0
20212,Protests,Dawei,2021,154,0
20212,Protests,Det Khi Na,2021,15,3
20212,Protests,Falam,2021,0,0
20212,Protests,Gangaw,2021,8,5
20212,Protests,Hakha,2021,1,0
20212,Protests,Hinthada,2021,1,0
20212,Protests,Hkamti,2021,1,0
20212,Protests,Hopang,2021,0,0
20212,Protests,Hpa-An,2021,9,0
20212,Protests,Hpapun,2021,0,0
20212,Protests,Kale,2021,44,0
20212,Protests,Kanbalu,2021,4,0
20212,Protests,Katha,2021,9,1
20212,Protests,Kawkareik,2021,19,0
20212,Protests,Kawlin,2021,5,1
20212,Protests,Kawthoung,2021,0,0
20212,Protests,Kengtung,2021,0,0
20212,Protests,Kokang Self-Administered Zone,2021,0,0
20212,Protests,Kyaukme,2021,110,2
20212,Protests,Kyaukpyu,2021,0,0
20212,Protests,Kyaukse,2021,3,0
20212,Protests,Labutta,2021,0,0
20212,Protests,Langkho,2021,0,0
20212,Protests,Lashio,2021,22,0
20212,Protests,Loikaw,2021,19,0
20212,Protests,Loilen,2021,2,0
20212,Protests,Magway,2021,10,0
20212,Protests,Mandalay,2021,263,2
20212,Protests,Matman,2021,0,0
20212,Protests,Matupi,2021,0,0
20212,Protests,Maubin,2021,3,0
20212,Protests,Maungdaw,2021,0,0
20212,Protests,Mawlaik,2021,1,0
20212,Protests,Mawlamyine,2021,33,0
20212,Protests,Meiktila,2021,16,0
20212,Protests,Minbu,2021,2,0
20212,Protests,Mindat,2021,0,0
20212,Protests,Mohnyin,2021,108,1
20212,Protests,Monghsat,2021,0,0
20212,Protests,Mongmit,2021,1,0
20212,Protests,Monywa,2021,56,1
20212,Protests,Mrauk-U,2021,0,0
20212,Protests,Muse,2021,79,2
20212,Protests,Myaungmya,2021,1,0
20212,Protests,Myawaddy,2021,3,0
