quarter,event_type,DT,year,Incidents,Fatalities
20213,Violence against civilians,Mongmit,2021,0,0
20213,Violence against civilians,Monywa,2021,30,25
20213,Violence against civilians,Mrauk-U,2021,1,0
20213,Violence against civilians,Muse,2021,12,4
20213,Violence against civilians,Myaungmya,2021,0,0
20213,Violence against civilians,Myawaddy,2021,1,0
20213,Violence against civilians,Myeik,2021,4,3
20213,Violence against civilians,Myingyan,2021,25,31
20213,Violence against civilians,Myitkyina,2021,10,9
20213,Violence against civilians,Naga Self-Administered Zone,2021,0,0
20213,Violence against civilians,Nyaung-U,2021,1,2
20213,Violence against civilians,Oke Ta Ra,2021,1,1
20213,Violence against civilians,Pa-O Self-Administered Zone,2021,0,0
20213,Violence against civilians,Pa Laung Self-Administered Zone,2021,2,1
20213,Violence against civilians,Pakokku,2021,19,24
20213,Violence against civilians,Pathein,2021,3,3
20213,Violence against civilians,Puta-O,2021,3,1
20213,Violence against civilians,Pyapon,2021,2,1
20213,Violence against civilians,Pyay,2021,5,3
20213,Violence against civilians,Pyinoolwin,2021,19,15
20213,Violence against civilians,Sagaing,2021,9,14
20213,Violence against civilians,Shwebo,2021,61,96
20213,Violence against civilians,Sittwe,2021,0,0
20213,Violence against civilians,Tachileik,2021,0,0
20213,Violence against civilians,Tamu,2021,2,5
20213,Violence against civilians,Taunggyi,2021,17,11
20213,Violence against civilians,Taungoo,2021,1,1
20213,Violence against civilians,Thandwe,2021,2,1
20213,Violence against civilians,Thaton,2021,23,17
20213,Violence against civilians,Thayarwady,2021,1,1
20213,Violence against civilians,Thayet,2021,3,2
20213,Violence against civilians,Yamethin,2021,0,0
20213,Violence against civilians,Yangon (East),2021,20,12
20213,Violence against civilians,Yangon (North),2021,23,12
20213,Violence against civilians,Yangon (South),2021,14,14
20213,Violence against civilians,Yangon (West),2021,16,12
20213,Violence against civilians,Yinmarbin,2021,34,54
20214,Battles,Bago,2021,0,0
20214,Battles,Bawlake,2021,3,16
20214,Battles,Bhamo,2021,12,13
20214,Battles,Danu Self-Administered Zone,2021,0,0
20214,Battles,Dawei,2021,12,33
20214,Battles,Det Khi Na,2021,1,0
20214,Battles,Falam,2021,11,16
20214,Battles,Gangaw,2021,34,259
20214,Battles,Hakha,2021,14,40
20214,Battles,Hinthada,2021,1,0
20214,Battles,Hkamti,2021,1,1
20214,Battles,Hopang,2021,0,0
20214,Battles,Hpa-An,2021,12,22
20214,Battles,Hpapun,2021,10,73
20214,Battles,Kale,2021,38,250
20214,Battles,Kanbalu,2021,5,27
20214,Battles,Katha,2021,21,72
20214,Battles,Kawkareik,2021,20,100
20214,Battles,Kawlin,2021,14,220
20214,Battles,Kawthoung,2021,0,0
20214,Battles,Kengtung,2021,0,0
20214,Battles,Kokang Self-Administered Zone,2021,0,0
20214,Battles,Kyaukme,2021,8,1
20214,Battles,Kyaukpyu,2021,0,0
20214,Battles,Kyaukse,2021,1,0
20214,Battles,Labutta,2021,3,2
20214,Battles,Langkho,2021,0,0
20214,Battles,Lashio,2021,25,61
20214,Battles,Loikaw,2021,43,159
20214,Battles,Loilen,2021,6,1
20214,Battles,Magway,2021,4,4
20214,Battles,Mandalay,2021,9,7
20214,Battles,Matman,2021,0,0
20214,Battles,Matupi,2021,14,79
20214,Battles,Maubin,2021,1,0
20214,Battles,Maungdaw,2021,4,4
20214,Battles,Mawlaik,2021,0,0
20214,Battles,Mawlamyine,2021,10,26
20214,Battles,Meiktila,2021,2,4
20214,Battles,Minbu,2021,2,4
20214,Battles,Mindat,2021,36,109
20214,Battles,Mohnyin,2021,29,38
20214,Battles,Monghsat,2021,0,0
20214,Battles,Mongmit,2021,0,0
20214,Battles,Monywa,2021,33,40
20214,Battles,Mrauk-U,2021,0,0
20214,Battles,Muse,2021,79,169
20214,Battles,Myaungmya,2021,0,0
20214,Battles,Myawaddy,2021,21,87
20214,Battles,Myeik,2021,12,33
20214,Battles,Myingyan,2021,6,40
20214,Battles,Myitkyina,2021,16,10
20214,Battles,Naga Self-Administered Zone,2021,0,0
20214,Battles,Nyaung-U,2021,0,0
20214,Battles,Oke Ta Ra,2021,0,0
20214,Battles,Pa-O Self-Administered Zone,2021,0,0
20214,Battles,Pa Laung Self-Administered Zone,2021,0,0
20214,Battles,Pakokku,2021,33,83
20214,Battles,Pathein,2021,6,18
20214,Battles,Puta-O,2021,3,23
20214,Battles,Pyapon,2021,1,1
20214,Battles,Pyay,2021,2,9
20214,Battles,Pyinoolwin,2021,12,27
20214,Battles,Sagaing,2021,17,104
20214,Battles,Shwebo,2021,51,239
20214,Battles,Sittwe,2021,0,0
20214,Battles,Tachileik,2021,0,0
20214,Battles,Tamu,2021,3,5
20214,Battles,Taunggyi,2021,19,59
20214,Battles,Taungoo,2021,5,13
20214,Battles,Thandwe,2021,0,0
20214,Battles,Thaton,2021,20,85
20214,Battles,Thayarwady,2021,4,2
20214,Battles,Thayet,2021,2,4
20214,Battles,Yamethin,2021,0,0
20214,Battles,Yangon (East),2021,6,5
20214,Battles,Yangon (North),2021,10,13
20214,Battles,Yangon (South),2021,12,32
20214,Battles,Yangon (West),2021,6,3
20214,Battles,Yinmarbin,2021,62,284
20214,Explosions/Remote violence,Bago,2021,18,14
20214,Explosions/Remote violence,Bawlake,2021,0,0
20214,Explosions/Remote violence,Bhamo,2021,9,16
20214,Explosions/Remote violence,Danu Self-Administered Zone,2021,0,0
20214,Explosions/Remote violence,Dawei,2021,14,20
20214,Explosions/Remote violence,Det Khi Na,2021,13,14
20214,Explosions/Remote violence,Falam,2021,2,2
20214,Explosions/Remote violence,Gangaw,2021,35,161
20214,Explosions/Remote violence,Hakha,2021,2,0
20214,Explosions/Remote violence,Hinthada,2021,4,0
20214,Explosions/Remote violence,Hkamti,2021,1,0
20214,Explosions/Remote violence,Hopang,2021,0,0
20214,Explosions/Remote violence,Hpa-An,2021,7,0
20214,Explosions/Remote violence,Hpapun,2021,2,2
20214,Explosions/Remote violence,Kale,2021,32,222
20214,Explosions/Remote violence,Kanbalu,2021,9,3
20214,Explosions/Remote violence,Katha,2021,25,195
20214,Explosions/Remote violence,Kawkareik,2021,8,10
20214,Explosions/Remote violence,Kawlin,2021,3,4
20214,Explosions/Remote violence,Kawthoung,2021,0,0
20214,Explosions/Remote violence,Kengtung,2021,0,0
20214,Explosions/Remote violence,Kokang Self-Administered Zone,2021,0,0
20214,Explosions/Remote violence,Kyaukme,2021,10,3
20214,Explosions/Remote violence,Kyaukpyu,2021,0,0
20214,Explosions/Remote violence,Kyaukse,2021,19,30
20214,Explosions/Remote violence,Labutta,2021,4,0
20214,Explosions/Remote violence,Langkho,2021,0,0
20214,Explosions/Remote violence,Lashio,2021,15,2
20214,Explosions/Remote violence,Loikaw,2021,15,21
20214,Explosions/Remote violence,Loilen,2021,5,3
20214,Explosions/Remote violence,Magway,2021,14,3
20214,Explosions/Remote violence,Mandalay,2021,68,15
20214,Explosions/Remote violence,Matman,2021,0,0
20214,Explosions/Remote violence,Matupi,2021,6,2
20214,Explosions/Remote violence,Maubin,2021,15,2
20214,Explosions/Remote violence,Maungdaw,2021,1,0
20214,Explosions/Remote violence,Mawlaik,2021,1,0
20214,Explosions/Remote violence,Mawlamyine,2021,20,9
20214,Explosions/Remote violence,Meiktila,2021,11,4
20214,Explosions/Remote violence,Minbu,2021,6,0
20214,Explosions/Remote violence,Mindat,2021,4,1
20214,Explosions/Remote violence,Mohnyin,2021,23,9
20214,Explosions/Remote violence,Monghsat,2021,0,0
20214,Explosions/Remote violence,Mongmit,2021,1,0
20214,Explosions/Remote violence,Monywa,2021,92,143
20214,Explosions/Remote violence,Mrauk-U,2021,0,0
20214,Explosions/Remote violence,Muse,2021,20,4
20214,Explosions/Remote violence,Myaungmya,2021,4,0
20214,Explosions/Remote violence,Myawaddy,2021,9,0
20214,Explosions/Remote violence,Myeik,2021,6,0
20214,Explosions/Remote violence,Myingyan,2021,19,69
20214,Explosions/Remote violence,Myitkyina,2021,9,0
20214,Explosions/Remote violence,Naga Self-Administered Zone,2021,0,0
20214,Explosions/Remote violence,Nyaung-U,2021,11,0
20214,Explosions/Remote violence,Oke Ta Ra,2021,6,0
20214,Explosions/Remote violence,Pa-O Self-Administered Zone,2021,0,0
20214,Explosions/Remote violence,Pa Laung Self-Administered Zone,2021,1,0
20214,Explosions/Remote violence,Pakokku,2021,103,103
20214,Explosions/Remote violence,Pathein,2021,19,0
20214,Explosions/Remote violence,Puta-O,2021,0,0
20214,Explosions/Remote violence,Pyapon,2021,8,0
20214,Explosions/Remote violence,Pyay,2021,17,2
20214,Explosions/Remote violence,Pyinoolwin,2021,17,7
20214,Explosions/Remote violence,Sagaing,2021,41,135
20214,Explosions/Remote violence,Shwebo,2021,92,217
20214,Explosions/Remote violence,Sittwe,2021,0,0
20214,Explosions/Remote violence,Tachileik,2021,0,0
20214,Explosions/Remote violence,Tamu,2021,2,0
20214,Explosions/Remote violence,Taunggyi,2021,15,1
20214,Explosions/Remote violence,Taungoo,2021,3,0
20214,Explosions/Remote violence,Thandwe,2021,0,0
20214,Explosions/Remote violence,Thaton,2021,45,33
20214,Explosions/Remote violence,Thayarwady,2021,12,2
20214,Explosions/Remote violence,Thayet,2021,4,0
20214,Explosions/Remote violence,Yamethin,2021,1,2
20214,Explosions/Remote violence,Yangon (East),2021,47,12
20214,Explosions/Remote violence,Yangon (North),2021,36,10
20214,Explosions/Remote violence,Yangon (South),2021,12,13
20214,Explosions/Remote violence,Yangon (West),2021,32,0
20214,Explosions/Remote violence,Yinmarbin,2021,66,279
20214,Protests,Bago,2021,0,0
20214,Protests,Bawlake,2021,0,0
20214,Protests,Bhamo,2021,0,0
20214,Protests,Danu Self-Administered Zone,2021,0,0
20214,Protests,Dawei,2021,24,0
20214,Protests,Det Khi Na,2021,1,0
20214,Protests,Falam,2021,0,0
20214,Protests,Gangaw,2021,0,0
20214,Protests,Hakha,2021,0,0
20214,Protests,Hinthada,2021,0,0
20214,Protests,Hkamti,2021,0,0
20214,Protests,Hopang,2021,0,0
20214,Protests,Hpa-An,2021,1,0
20214,Protests,Hpapun,2021,0,0
20214,Protests,Kale,2021,76,0
20214,Protests,Kanbalu,2021,0,0
20214,Protests,Katha,2021,1,0
20214,Protests,Kawkareik,2021,2,0
20214,Protests,Kawlin,2021,0,0
20214,Protests,Kawthoung,2021,0,0
20214,Protests,Kengtung,2021,0,0
20214,Protests,Kokang Self-Administered Zone,2021,1,0
20214,Protests,Kyaukme,2021,0,0
20214,Protests,Kyaukpyu,2021,1,0
20214,Protests,Kyaukse,2021,1,0
20214,Protests,Labutta,2021,0,0
20214,Protests,Langkho,2021,0,0
20214,Protests,Lashio,2021,3,0
20214,Protests,Loikaw,2021,0,0
20214,Protests,Loilen,2021,0,0
20214,Protests,Magway,2021,2,0
20214,Protests,Mandalay,2021,157,0
20214,Protests,Matman,2021,0,0
20214,Protests,Matupi,2021,0,0
20214,Protests,Maubin,2021,0,0
20214,Protests,Maungdaw,2021,0,0
20214,Protests,Mawlaik,2021,0,0
20214,Protests,Mawlamyine,2021,1,0
20214,Protests,Meiktila,2021,1,0
20214,Protests,Minbu,2021,3,0
20214,Protests,Mindat,2021,0,0
20214,Protests,Mohnyin,2021,3,0
20214,Protests,Monghsat,2021,1,0
20214,Protests,Mongmit,2021,0,0
20214,Protests,Monywa,2021,8,0
20214,Protests,Mrauk-U,2021,0,0
20214,Protests,Muse,2021,1,0
20214,Protests,Myaungmya,2021,0,0
20214,Protests,Myawaddy,2021,0,0
20214,Protests,Myeik,2021,0,0
20214,Protests,Myingyan,2021,0,0
20214,Protests,Myitkyina,2021,6,0
20214,Protests,Naga Self-Administered Zone,2021,0,0
20214,Protests,Nyaung-U,2021,0,0
20214,Protests,Oke Ta Ra,2021,0,0
20214,Protests,Pa-O Self-Administered Zone,2021,1,0
20214,Protests,Pa Laung Self-Administered Zone,2021,0,0
20214,Protests,Pakokku,2021,2,0
20214,Protests,Pathein,2021,1,0
20214,Protests,Puta-O,2021,1,0
20214,Protests,Pyapon,2021,0,0
20214,Protests,Pyay,2021,0,0
20214,Protests,Pyinoolwin,2021,2,0
20214,Protests,Sagaing,2021,0,0
20214,Protests,Shwebo,2021,17,0
20214,Protests,Sittwe,2021,1,0
20214,Protests,Tachileik,2021,0,0
20214,Protests,Tamu,2021,0,0
20214,Protests,Taunggyi,2021,1,0
20214,Protests,Taungoo,2021,0,0
20214,Protests,Thandwe,2021,2,0
20214,Protests,Thaton,2021,0,0
20214,Protests,Thayarwady,2021,1,0
20214,Protests,Thayet,2021,4,0
20214,Protests,Yamethin,2021,0,0
20214,Protests,Yangon (East),2021,27,0
20214,Protests,Yangon (North),2021,5,0
20214,Protests,Yangon (South),2021,0,0
20214,Protests,Yangon (West),2021,40,4
20214,Protests,Yinmarbin,2021,210,0
20214,Riots,Bago,2021,0,0
20214,Riots,Bawlake,2021,0,0
20214,Riots,Bhamo,2021,0,0
20214,Riots,Danu Self-Administered Zone,2021,0,0
20214,Riots,Dawei,2021,0,0
20214,Riots,Det Khi Na,2021,0,0
20214,Riots,Falam,2021,0,0
20214,Riots,Gangaw,2021,0,0
20214,Riots,Hakha,2021,0,0
20214,Riots,Hinthada,2021,0,0
20214,Riots,Hkamti,2021,0,0
20214,Riots,Hopang,2021,0,0
20214,Riots,Hpa-An,2021,0,0
20214,Riots,Hpapun,2021,0,0
20214,Riots,Kale,2021,0,0
20214,Riots,Kanbalu,2021,0,0
20214,Riots,Katha,2021,0,0
20214,Riots,Kawkareik,2021,0,0
20214,Riots,Kawlin,2021,0,0
20214,Riots,Kawthoung,2021,0,0
20214,Riots,Kengtung,2021,0,0
20214,Riots,Kokang Self-Administered Zone,2021,0,0
20214,Riots,Kyaukme,2021,0,0
20214,Riots,Kyaukpyu,2021,0,0
20214,Riots,Kyaukse,2021,0,0
20214,Riots,Labutta,2021,0,0
20214,Riots,Langkho,2021,0,0
20214,Riots,Lashio,2021,0,0
20214,Riots,Loikaw,2021,0,0
20214,Riots,Loilen,2021,0,0
20214,Riots,Magway,2021,0,0
20214,Riots,Mandalay,2021,0,0
20214,Riots,Matman,2021,0,0
20214,Riots,Matupi,2021,0,0
20214,Riots,Maubin,2021,0,0
20214,Riots,Maungdaw,2021,0,0
20214,Riots,Mawlaik,2021,0,0
20214,Riots,Mawlamyine,2021,0,0
20214,Riots,Meiktila,2021,0,0
20214,Riots,Minbu,2021,0,0
20214,Riots,Mindat,2021,0,0
20214,Riots,Mohnyin,2021,0,0
20214,Riots,Monghsat,2021,0,0
20214,Riots,Mongmit,2021,0,0
20214,Riots,Monywa,2021,0,0
20214,Riots,Mrauk-U,2021,0,0
20214,Riots,Muse,2021,0,0
20214,Riots,Myaungmya,2021,0,0
20214,Riots,Myawaddy,2021,0,0
20214,Riots,Myeik,2021,0,0
20214,Riots,Myingyan,2021,0,0
20214,Riots,Myitkyina,2021,0,0
20214,Riots,Naga Self-Administered Zone,2021,0,0
20214,Riots,Nyaung-U,2021,0,0
20214,Riots,Oke Ta Ra,2021,0,0
20214,Riots,Pa-O Self-Administered Zone,2021,0,0
20214,Riots,Pa Laung Self-Administered Zone,2021,0,0
20214,Riots,Pakokku,2021,0,0
20214,Riots,Pathein,2021,0,0
20214,Riots,Puta-O,2021,0,0
20214,Riots,Pyapon,2021,0,0
20214,Riots,Pyay,2021,0,0
20214,Riots,Pyinoolwin,2021,0,0
20214,Riots,Sagaing,2021,0,0
20214,Riots,Shwebo,2021,0,0
20214,Riots,Sittwe,2021,0,0
20214,Riots,Tachileik,2021,0,0
20214,Riots,Tamu,2021,0,0
20214,Riots,Taunggyi,2021,0,0
20214,Riots,Taungoo,2021,0,0
20214,Riots,Thandwe,2021,0,0
20214,Riots,Thaton,2021,0,0
20214,Riots,Thayarwady,2021,0,0
20214,Riots,Thayet,2021,0,0
20214,Riots,Yamethin,2021,0,0
20214,Riots,Yangon (East),2021,0,0
20214,Riots,Yangon (North),2021,0,0
20214,Riots,Yangon (South),2021,0,0
20214,Riots,Yangon (West),2021,0,0
20214,Riots,Yinmarbin,2021,0,0
20214,Violence against civilians,Bago,2021,2,2
20214,Violence against civilians,Bawlake,2021,0,0
20214,Violence against civilians,Bhamo,2021,6,4
20214,Violence against civilians,Danu Self-Administered Zone,2021,5,4
20214,Violence against civilians,Dawei,2021,26,21
20214,Violence against civilians,Det Khi Na,2021,1,1
20214,Violence against civilians,Falam,2021,8,5
20214,Violence against civilians,Gangaw,2021,15,23
20214,Violence against civilians,Hakha,2021,4,1
20214,Violence against civilians,Hinthada,2021,3,1
20214,Violence against civilians,Hkamti,2021,3,3
20214,Violence against civilians,Hopang,2021,0,0
20214,Violence against civilians,Hpa-An,2021,4,7
20214,Violence against civilians,Hpapun,2021,3,1
20214,Violence against civilians,Kale,2021,19,51
20214,Violence against civilians,Kanbalu,2021,12,14
20214,Violence against civilians,Katha,2021,6,5
20214,Violence against civilians,Kawkareik,2021,4,4
20214,Violence against civilians,Kawlin,2021,6,11
20214,Violence against civilians,Kawthoung,2021,1,1
20214,Violence against civilians,Kengtung,2021,0,0
20214,Violence against civilians,Kokang Self-Administered Zone,2021,0,0
20214,Violence against civilians,Kyaukme,2021,3,1
20214,Violence against civilians,Kyaukpyu,2021,0,0
20214,Violence against civilians,Kyaukse,2021,7,9
20214,Violence against civilians,Labutta,2021,3,2
20214,Violence against civilians,Langkho,2021,0,0
20214,Violence against civilians,Lashio,2021,6,1
20214,Violence against civilians,Loikaw,2021,12,46
20214,Violence against civilians,Loilen,2021,5,1
20214,Violence against civilians,Magway,2021,34,19
20214,Violence against civilians,Mandalay,2021,37,31
20214,Violence against civilians,Matman,2021,0,0
20214,Violence against civilians,Matupi,2021,1,1
20214,Violence against civilians,Maubin,2021,8,4
20214,Violence against civilians,Maungdaw,2021,2,1
20214,Violence against civilians,Mawlaik,2021,0,0
20214,Violence against civilians,Mawlamyine,2021,7,7
20214,Violence against civilians,Meiktila,2021,11,9
20214,Violence against civilians,Minbu,2021,5,2
20214,Violence against civilians,Mindat,2021,6,5
20214,Violence against civilians,Mohnyin,2021,9,12
20214,Violence against civilians,Monghsat,2021,0,0
20214,Violence against civilians,Mongmit,2021,0,0
20214,Violence against civilians,Monywa,2021,31,20
20214,Violence against civilians,Mrauk-U,2021,1,0
20214,Violence against civilians,Muse,2021,15,7
20214,Violence against civilians,Myaungmya,2021,3,1
20214,Violence against civilians,Myawaddy,2021,0,0
20214,Violence against civilians,Myeik,2021,16,15
20214,Violence against civilians,Myingyan,2021,14,9
20214,Violence against civilians,Myitkyina,2021,2,0
20214,Violence against civilians,Naga Self-Administered Zone,2021,0,0
20214,Violence against civilians,Nyaung-U,2021,6,8
20214,Violence against civilians,Oke Ta Ra,2021,4,4
20214,Violence against civilians,Pa-O Self-Administered Zone,2021,0,0
20214,Violence against civilians,Pa Laung Self-Administered Zone,2021,0,0
20214,Violence against civilians,Pakokku,2021,31,20
20214,Violence against civilians,Pathein,2021,12,10
20214,Violence against civilians,Puta-O,2021,0,0
20214,Violence against civilians,Pyapon,2021,1,1
20214,Violence against civilians,Pyay,2021,6,4
20214,Violence against civilians,Pyinoolwin,2021,34,34
20214,Violence against civilians,Sagaing,2021,10,12
20214,Violence against civilians,Shwebo,2021,68,98
20214,Violence against civilians,Sittwe,2021,2,0
20214,Violence against civilians,Tachileik,2021,0,0
20214,Violence against civilians,Tamu,2021,0,0
20214,Violence against civilians,Taunggyi,2021,12,4
20214,Violence against civilians,Taungoo,2021,9,11
20214,Violence against civilians,Thandwe,2021,0,0
20214,Violence against civilians,Thaton,2021,13,13
20214,Violence against civilians,Thayarwady,2021,6,5
20214,Violence against civilians,Thayet,2021,5,4
20214,Violence against civilians,Yamethin,2021,0,0
20214,Violence against civilians,Yangon (East),2021,26,17
20214,Violence against civilians,Yangon (North),2021,23,17
20214,Violence against civilians,Yangon (South),2021,14,14
20214,Violence against civilians,Yangon (West),2021,20,21
20214,Violence against civilians,Yinmarbin,2021,20,38
20221,Battles,Bago,2022,1,0
20221,Battles,Bawlake,2022,2,11
20221,Battles,Bhamo,2022,19,28
20221,Battles,Danu Self-Administered Zone,2022,1,1
20221,Battles,Dawei,2022,26,24
20221,Battles,Det Khi Na,2022,0,0
20221,Battles,Falam,2022,33,221
20221,Battles,Gangaw,2022,46,135
20221,Battles,Hakha,2022,7,9
20221,Battles,Hinthada,2022,1,1
20221,Battles,Hkamti,2022,1,0
20221,Battles,Hopang,2022,0,0
20221,Battles,Hpa-An,2022,9,39
20221,Battles,Hpapun,2022,15,26
20221,Battles,Kale,2022,51,210
20221,Battles,Kanbalu,2022,9,45
20221,Battles,Katha,2022,42,236
20221,Battles,Kawkareik,2022,31,78
20221,Battles,Kawlin,2022,6,20
20221,Battles,Kawthoung,2022,0,0
20221,Battles,Kengtung,2022,0,0
20221,Battles,Kokang Self-Administered Zone,2022,1,3
20221,Battles,Kyaukme,2022,14,57
20221,Battles,Kyaukpyu,2022,0,0
20221,Battles,Kyaukse,2022,5,16
20221,Battles,Labutta,2022,0,0
20221,Battles,Langkho,2022,1,0
20221,Battles,Lashio,2022,8,11
20221,Battles,Loikaw,2022,98,453
20221,Battles,Loilen,2022,3,0
20221,Battles,Magway,2022,3,3
20221,Battles,Mandalay,2022,11,7
20221,Battles,Matman,2022,0,0
20221,Battles,Matupi,2022,24,52
20221,Battles,Maubin,2022,1,1
20221,Battles,Maungdaw,2022,11,30
20221,Battles,Mawlaik,2022,4,22
20221,Battles,Mawlamyine,2022,14,28
20221,Battles,Meiktila,2022,0,0
20221,Battles,Minbu,2022,4,14
20221,Battles,Mindat,2022,35,115
20221,Battles,Mohnyin,2022,17,94
20221,Battles,Monghsat,2022,0,0
20221,Battles,Mongmit,2022,0,0
20221,Battles,Monywa,2022,29,106
20221,Battles,Mrauk-U,2022,0,0
20221,Battles,Muse,2022,37,22
20221,Battles,Myaungmya,2022,1,0
20221,Battles,Myawaddy,2022,36,156
20221,Battles,Myeik,2022,28,75
20221,Battles,Myingyan,2022,11,29
20221,Battles,Myitkyina,2022,6,2
20221,Battles,Naga Self-Administered Zone,2022,0,0
20221,Battles,Nyaung-U,2022,0,0
20221,Battles,Oke Ta Ra,2022,0,0
20221,Battles,Pa-O Self-Administered Zone,2022,1,0
20221,Battles,Pa Laung Self-Administered Zone,2022,0,0
20221,Battles,Pakokku,2022,40,149
20221,Battles,Pathein,2022,0,0
20221,Battles,Puta-O,2022,22,17
20221,Battles,Pyapon,2022,0,0
20221,Battles,Pyay,2022,4,9
20221,Battles,Pyinoolwin,2022,10,51
20221,Battles,Sagaing,2022,5,7
20221,Battles,Shwebo,2022,53,313
20221,Battles,Sittwe,2022,0,0
20221,Battles,Tachileik,2022,0,0
20221,Battles,Tamu,2022,8,33
20221,Battles,Taunggyi,2022,20,139
20221,Battles,Taungoo,2022,2,7
20221,Battles,Thandwe,2022,0,0
20221,Battles,Thaton,2022,20,52
20221,Battles,Thayarwady,2022,6,15
20221,Battles,Thayet,2022,4,23
20221,Battles,Yamethin,2022,0,0
20221,Battles,Yangon (East),2022,8,15
20221,Battles,Yangon (North),2022,4,2
20221,Battles,Yangon (South),2022,4,0
20221,Battles,Yangon (West),2022,0,0
20221,Battles,Yinmarbin,2022,74,340
20221,Explosions/Remote violence,Bago,2022,10,8
20221,Explosions/Remote violence,Bawlake,2022,0,0
20221,Explosions/Remote violence,Bhamo,2022,10,2
20221,Explosions/Remote violence,Danu Self-Administered Zone,2022,6,0
20221,Explosions/Remote violence,Dawei,2022,9,0
20221,Explosions/Remote violence,Det Khi Na,2022,4,6
20221,Explosions/Remote violence,Falam,2022,12,52
20221,Explosions/Remote violence,Gangaw,2022,17,44
20221,Explosions/Remote violence,Hakha,2022,5,1
20221,Explosions/Remote violence,Hinthada,2022,8,0
20221,Explosions/Remote violence,Hkamti,2022,3,7
20221,Explosions/Remote violence,Hopang,2022,0,0
20221,Explosions/Remote violence,Hpa-An,2022,18,10
20221,Explosions/Remote violence,Hpapun,2022,16,14
20221,Explosions/Remote violence,Kale,2022,29,74
20221,Explosions/Remote violence,Kanbalu,2022,12,12
20221,Explosions/Remote violence,Katha,2022,51,112
20221,Explosions/Remote violence,Kawkareik,2022,18,4
20221,Explosions/Remote violence,Kawlin,2022,6,14
20221,Explosions/Remote violence,Kawthoung,2022,0,0
20221,Explosions/Remote violence,Kengtung,2022,0,0
20221,Explosions/Remote violence,Kokang Self-Administered Zone,2022,0,0
20221,Explosions/Remote violence,Kyaukme,2022,18,7
20221,Explosions/Remote violence,Kyaukpyu,2022,0,0
20221,Explosions/Remote violence,Kyaukse,2022,15,19
20221,Explosions/Remote violence,Labutta,2022,3,0
20221,Explosions/Remote violence,Langkho,2022,0,0
20221,Explosions/Remote violence,Lashio,2022,5,7
20221,Explosions/Remote violence,Loikaw,2022,48,24
20221,Explosions/Remote violence,Loilen,2022,7,3
20221,Explosions/Remote violence,Magway,2022,1,0
20221,Explosions/Remote violence,Mandalay,2022,72,17
20221,Explosions/Remote violence,Matman,2022,0,0
20221,Explosions/Remote violence,Matupi,2022,10,24
20221,Explosions/Remote violence,Maubin,2022,2,1
20221,Explosions/Remote violence,Maungdaw,2022,2,3
20221,Explosions/Remote violence,Mawlaik,2022,1,20
20221,Explosions/Remote violence,Mawlamyine,2022,22,13
20221,Explosions/Remote violence,Meiktila,2022,0,0
20221,Explosions/Remote violence,Minbu,2022,16,12
20221,Explosions/Remote violence,Mindat,2022,11,7
20221,Explosions/Remote violence,Mohnyin,2022,15,15
20221,Explosions/Remote violence,Monghsat,2022,0,0
20221,Explosions/Remote violence,Mongmit,2022,0,0
20221,Explosions/Remote violence,Monywa,2022,46,93
20221,Explosions/Remote violence,Mrauk-U,2022,3,1
20221,Explosions/Remote violence,Muse,2022,6,1
20221,Explosions/Remote violence,Myaungmya,2022,0,0
20221,Explosions/Remote violence,Myawaddy,2022,18,3
20221,Explosions/Remote violence,Myeik,2022,6,2
20221,Explosions/Remote violence,Myingyan,2022,12,29
20221,Explosions/Remote violence,Myitkyina,2022,15,5
20221,Explosions/Remote violence,Naga Self-Administered Zone,2022,0,0
20221,Explosions/Remote violence,Nyaung-U,2022,1,0
20221,Explosions/Remote violence,Oke Ta Ra,2022,2,0
20221,Explosions/Remote violence,Pa-O Self-Administered Zone,2022,1,2
20221,Explosions/Remote violence,Pa Laung Self-Administered Zone,2022,0,0
20221,Explosions/Remote violence,Pakokku,2022,44,56
20221,Explosions/Remote violence,Pathein,2022,7,0
20221,Explosions/Remote violence,Puta-O,2022,5,0
20221,Explosions/Remote violence,Pyapon,2022,12,0
20221,Explosions/Remote violence,Pyay,2022,7,6
20221,Explosions/Remote violence,Pyinoolwin,2022,20,34
20221,Explosions/Remote violence,Sagaing,2022,26,64
20221,Explosions/Remote violence,Shwebo,2022,89,151
20221,Explosions/Remote violence,Sittwe,2022,0,0
20221,Explosions/Remote violence,Tachileik,2022,3,0
20221,Explosions/Remote violence,Tamu,2022,5,17
20221,Explosions/Remote violence,Taunggyi,2022,19,1
20221,Explosions/Remote violence,Taungoo,2022,4,0
20221,Explosions/Remote violence,Thandwe,2022,0,0
20221,Explosions/Remote violence,Thaton,2022,26,15
20221,Explosions/Remote violence,Thayarwady,2022,4,5
20221,Explosions/Remote violence,Thayet,2022,10,0
20221,Explosions/Remote violence,Yamethin,2022,0,0
20221,Explosions/Remote violence,Yangon (East),2022,51,9
20221,Explosions/Remote violence,Yangon (North),2022,41,27
20221,Explosions/Remote violence,Yangon (South),2022,10,3
20221,Explosions/Remote violence,Yangon (West),2022,25,7
20221,Explosions/Remote violence,Yinmarbin,2022,49,103
20221,Protests,Bago,2022,0,0
20221,Protests,Bawlake,2022,0,0
20221,Protests,Bhamo,2022,0,0
